accession,geno,choice,name,ID,species,pop_dapc8,pop_dapc8_ID,pop_dapc5,Lat,Long,Soil.all,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51
Mb1297,Mb1297#13,0,noone,NA,sacc,Sacc_rob,M6,3,36.131,128.542,3964,-2.660613564,1.783102403,-1.80651007,-1.102170017,2.013995301,-1.849991443,-0.251295928,-0.862612989,1.260426167,1.000413479,0.346173834,-0.964758908,-0.419924175,1.358799865,-0.779612221,-0.999338913,0.09376227,-0.581010204,-0.118195655,0.526772219,-0.156254335,0.417694947,0.140751137,0.002889697,0.145881175,-0.053609212,0.040780541,-0.047062306,-0.161405509,-0.015800976,0.130102946,0.081334426,-0.097135064,-0.103039949,0.098777522,0.05509773,0.014510151,0.059522636,-0.001275842,-0.036375255,0.02902117,-0.010420201,-0.004095984,-0.00933344,-0.006396769,-0.017557551,0.019022375,-0.006417008,0.001222467,-0.000788359,-7.49E-16
Mb1299,Mb1299#12,0,noone,NA,sacc,Sacc_rob,M6,3,35.1403,126.825,4277,1.219717647,-2.141383931,-2.06142328,-3.636308599,0.718140014,-0.427490448,-1.001765666,-0.77477762,0.151538741,-0.040380934,-0.128946598,0.34374763,0.500771878,-0.108018875,0.630279957,0.156347336,-0.040777768,0.103128354,-0.158734256,-0.021512811,-0.07569864,0.265757422,0.029867716,0.048530007,0.135506785,0.088566341,-0.076411808,-0.027143775,-0.037073539,0.000537778,0.014934244,0.059348964,0.08618825,0.040930926,-0.027531577,-0.00452243,-0.018345412,0.025236817,0.064728993,-0.012489,0.014935818,-0.017883892,-0.002203601,0.036057473,-0.000748601,-0.006853409,-0.006691578,0.007803822,-0.00092003,4.15E-06,4.72E-16
Mb357,Mb357,1,Beli,M6.04,sacc,Sacc_rob,M6,3,34.3013,117.945,11481,-8.266646853,-5.171964158,-0.075768346,1.914986776,-1.607937492,-3.434954522,-0.159987057,2.458051187,-0.712540559,0.524727492,2.486325742,0.694032899,-0.44058241,0.154810901,-0.414173173,0.933368551,0.02800102,0.035315369,-0.130417449,-0.068334993,-0.055872542,0.088054496,0.003526696,-0.043542343,-0.013932513,0.021886631,-0.049732725,-0.022496132,-0.016529231,0.029688059,0.027377003,0.003694084,0.003760326,-0.008235677,-0.002458833,-0.008179796,0.000854978,-0.004220553,-0.005081743,-0.004477041,-0.000668809,0.002899509,-0.000343771,-0.001815502,-0.000973458,-0.001521609,0.00578199,0.004292692,-0.000191724,-8.04E-05,-1.44E-15
Mb1301,Mb1301#15,0,noone,NA,sacc,Sacc_rob,M6,3,35.1403,126.825,4277,1.219717647,-2.141383931,-2.06142328,-3.636308599,0.718140014,-0.427490448,-1.001765666,-0.77477762,0.151538741,-0.040380934,-0.128946598,0.34374763,0.500771878,-0.108018875,0.630279957,0.156347336,-0.040777768,0.103128354,-0.158734256,-0.021512811,-0.07569864,0.265757422,0.029867716,0.048530007,0.135506785,0.088566341,-0.076411808,-0.027143775,-0.037073539,0.000537778,0.014934244,0.059348964,0.08618825,0.040930926,-0.027531577,-0.00452243,-0.018345412,0.025236817,0.064728993,-0.012489,0.014935818,-0.017883892,-0.002203601,0.036057473,-0.000748601,-0.006853409,-0.006691578,0.007803822,-0.00092003,4.15E-06,4.72E-16
Mb1304,Mb1304#11,0,noone,NA,sacc,Sacc_rob,M6,3,34.8465,126.692,4322,-1.88833009,-2.262599642,0.185696299,-0.737504654,-0.447004134,-2.131351406,-0.868932493,-0.357456106,-0.663540952,-0.008289603,-0.774383356,-1.031822333,0.234034159,0.769703581,-0.121487077,0.058259838,-0.419383808,-0.170100903,0.285308714,0.155668309,0.259473486,-0.060712513,0.228530527,0.30609449,0.312134558,-0.005124538,0.030916575,0.320426284,-0.316646336,0.235700771,-0.197648942,0.029852486,0.160192115,0.002093529,-0.058472058,-0.069903343,0.06770816,-0.059452983,0.013308846,0.025805146,0.004819631,-0.013710518,0.001462087,0.01885268,-0.012185119,0.013792061,-0.007779831,0.002367257,0.002368899,-0.000434928,1.69E-15
Mb1316,Mb1316#15,0,noone,NA,sacc,Sacc_rob,M6,3,34.4546,126.548,4277,1.707135824,-2.319530291,-1.994597014,-3.037630217,0.725079356,-0.210242616,-1.004429038,-0.808073252,0.013932155,-0.784374473,0.185754781,0.222004687,0.414782995,-0.251876305,0.451394567,0.04492091,0.029084866,-0.218971133,-0.10572191,-0.154648812,-0.072814585,0.271324393,-0.075488818,-0.1370839,0.147186758,-0.115684212,-0.131744635,-0.080529838,-0.032241294,0.064398499,-0.166625808,0.022551141,0.11930171,0.07236863,0.016546509,-0.015924906,0.045961617,-0.0008885,0.037298538,-0.001705264,0.007438031,-0.021382244,-0.015735924,0.008044054,-0.002031183,-0.012596433,-0.006657722,0.006304662,-0.001847331,6.88E-05,-2.78E-17
Mb1317,Mb1317#13,0,noone,NA,sin,Sacc_rob,M6,3,34.5041,126.714,4295,-0.245052046,0.000482909,-1.671754331,-0.537308461,1.864299955,-0.684729247,-0.591193734,-0.766145216,0.270215234,0.107515539,0.026615195,-0.733310228,0.031225394,0.412413493,-0.58638464,-0.381349406,0.104698317,-0.428239619,-0.023849629,-0.060498606,-0.129786937,0.28634605,-0.227627752,-0.088947259,0.084963096,-0.118289936,-0.248104446,-0.176900834,-0.145840144,0.007522218,-0.07524418,0.096361697,0.005088852,0.018068229,0.069453355,0.047749424,-0.016726991,0.006733623,-0.021352783,-0.013003358,-0.062287948,-0.016929646,-0.003603906,-0.010804591,0.005528554,-0.001349105,-0.006325933,0.0032758,0.00057337,-0.000243315,-9.16E-16
Mb348,Mb348,1,Pryderi,M6.05,sacc,Sacc_rob,M6,3,34.3048,117.951,11481,-8.255774938,-5.184359839,-0.073652879,1.931332474,-1.603741162,-3.4219429,-0.168458478,2.460201441,-0.712110093,0.519411977,2.489678951,0.691867083,-0.442823713,0.161233408,-0.416645815,0.932498459,0.030508556,0.027158343,-0.130953535,-0.071142863,-0.053587383,0.089364427,0.000320268,-0.044058118,-0.013938569,0.023358011,-0.048729868,-0.022702878,-0.013811475,0.031461251,0.014993264,0.007678811,0.001741671,-0.002576837,0.002435694,-0.006899442,0.003077861,0.002732487,0.008791483,-0.002032984,-0.001637527,3.52E-05,-0.000761236,-0.003959264,-0.001271968,-0.001042665,-0.000698257,-0.00103659,-5.02E-05,5.13E-06,-1.44E-15
Mb1346,Mb1346#5,0,noone,NA,sacc,Sacc_rob,M6,3,35.3743,136.82,4394,-1.473389767,-0.949864042,2.600185237,2.006665727,-0.273639675,-0.258546486,-0.453975413,-1.844702653,0.125592668,0.921411595,-0.994320847,0.053818038,0.105989311,0.500244718,0.202281184,0.334706682,-0.451606366,0.434432496,0.072432368,0.003564978,0.189709293,0.112700234,0.091150599,-0.019213041,-0.004001856,0.059083594,-0.008408079,0.033793554,-0.074436707,-0.019534048,-0.058235592,0.07736363,-0.062192965,-0.051895034,-0.04417269,0.04702488,0.021961715,0.038319841,-0.022684076,-0.023293416,-0.017487379,-0.024405397,-0.010073613,0.010464101,0.007509872,-0.003711351,0.000725049,-0.002542471,-0.000210343,0.000410694,1.69E-15
Mb1351,Mb1351#13,0,noone,NA,sacc,Sacc_rob,M6,3,35.3743,136.82,4394,-1.473389767,-0.949864042,2.600185237,2.006665727,-0.273639675,-0.258546486,-0.453975413,-1.844702653,0.125592668,0.921411595,-0.994320847,0.053818038,0.105989311,0.500244718,0.202281184,0.334706682,-0.451606366,0.434432496,0.072432368,0.003564978,0.189709293,0.112700234,0.091150599,-0.019213041,-0.004001856,0.059083594,-0.008408079,0.033793554,-0.074436707,-0.019534048,-0.058235592,0.07736363,-0.062192965,-0.051895034,-0.04417269,0.04702488,0.021961715,0.038319841,-0.022684076,-0.023293416,-0.017487379,-0.024405397,-0.010073613,0.010464101,0.007509872,-0.003711351,0.000725049,-0.002542471,-0.000210343,0.000410694,1.69E-15
Mb1353,Mb1353#14,0,noone,NA,sacc,Sacc_rob,M6,3,35.3743,136.82,4394,-1.473389767,-0.949864042,2.600185237,2.006665727,-0.273639675,-0.258546486,-0.453975413,-1.844702653,0.125592668,0.921411595,-0.994320847,0.053818038,0.105989311,0.500244718,0.202281184,0.334706682,-0.451606366,0.434432496,0.072432368,0.003564978,0.189709293,0.112700234,0.091150599,-0.019213041,-0.004001856,0.059083594,-0.008408079,0.033793554,-0.074436707,-0.019534048,-0.058235592,0.07736363,-0.062192965,-0.051895034,-0.04417269,0.04702488,0.021961715,0.038319841,-0.022684076,-0.023293416,-0.017487379,-0.024405397,-0.010073613,0.010464101,0.007509872,-0.003711351,0.000725049,-0.002542471,-0.000210343,0.000410694,1.69E-15
Mb1357,Mb1357#900,0,noone,NA,sacc,Sacc_rob,M6,3,35.8726,136.862,4355,2.476349592,2.690842799,0.775026192,0.312204423,-0.233577294,1.28507927,2.420375921,1.043554028,0.775215864,2.910041393,-0.685260695,0.765347322,0.865812754,-0.358418039,-0.251147899,0.448919152,-0.565092838,0.403095475,-0.155363673,0.061718506,-0.027496237,0.299543067,0.2090561,0.250919594,-0.266859345,-0.138092002,-0.11950066,0.03149261,-0.043603584,0.041023537,0.085405917,0.040843379,0.087697161,0.024227811,0.073035736,0.011508728,0.056435942,-0.005487565,-0.044060283,0.025579802,0.00070145,0.018329653,-0.018152587,-0.001277705,-0.005682389,-8.14E-06,-0.001934975,-0.001274645,4.99E-05,0.000114715,3.36E-15
Mb1368,Mb1368#12,0,noone,NA,sacc,Sacc_rob,M6,3,36.2622,136.909,4371,1.310459233,1.852426691,1.571318454,0.622766625,-0.509862254,0.046375186,3.449476693,0.837993087,-1.136772427,1.443883828,-1.211283462,0.745921822,1.884620732,0.887789842,-0.584981081,0.822891926,0.045447632,0.20634268,0.017827579,-0.056152024,0.161387214,-0.046401106,-0.214538158,0.120094753,0.193697973,-0.25763063,0.12808501,-0.048982036,-0.123966548,-0.078515289,0.072009326,-0.176499981,0.096637475,-0.037041947,0.144875171,0.042660295,0.001786387,-0.039364168,0.02575441,0.00765778,-0.017029217,0.005644716,-0.02430203,0.007399204,-0.013657855,-0.005536339,0.000979986,-0.002553324,-0.002751998,0.000159848,1.11E-15
Mb1369,Mb1369#900,0,noone,NA,sin,Sacc_rob,M6,3,36.2622,136.909,4371,1.310459233,1.852426691,1.571318454,0.622766625,-0.509862254,0.046375186,3.449476693,0.837993087,-1.136772427,1.443883828,-1.211283462,0.745921822,1.884620732,0.887789842,-0.584981081,0.822891926,0.045447632,0.20634268,0.017827579,-0.056152024,0.161387214,-0.046401106,-0.214538158,0.120094753,0.193697973,-0.25763063,0.12808501,-0.048982036,-0.123966548,-0.078515289,0.072009326,-0.176499981,0.096637475,-0.037041947,0.144875171,0.042660295,0.001786387,-0.039364168,0.02575441,0.00765778,-0.017029217,0.005644716,-0.02430203,0.007399204,-0.013657855,-0.005536339,0.000979986,-0.002553324,-0.002751998,0.000159848,1.11E-15
Mb1376,Mb1376#1,0,noone,NA,sacc,Sacc_rob,M6,3,34.6673,136.172,4299,-1.000707741,-0.709038887,1.027510207,0.822115613,0.050248129,-0.708340652,0.200477612,-0.117539462,0.157554796,1.278554829,0.446505733,-2.624675522,-0.586566562,0.802107764,0.878933312,-0.262509097,0.116199139,0.337846041,-0.106115533,-0.245164047,-0.052515389,-0.028896157,0.12256751,0.062405126,0.011003786,0.003255862,0.020677718,0.03474344,-0.024335769,-0.124257439,0.073357664,0.063722107,0.007340119,0.042985288,-0.09109849,0.035195759,-0.040420359,0.069305445,0.011157065,-0.008597425,0.026471755,-0.013970166,0.01805892,0.002053574,-0.0062081,0.002161177,0.002622688,0.005026989,0.00042412,-0.000117346,6.94E-16
Mb1379,Mb1379#1,0,noone,NA,sacc,Sacc_rob,M6,3,34.657,136.162,4299,-0.92528549,-0.667944726,0.980594437,0.885217759,-0.00841047,-0.791742358,0.215283197,-0.139614791,0.12444525,1.276659575,0.433520837,-2.621412164,-0.599927445,0.70649246,0.842674983,-0.262282134,0.130233546,0.340879123,-0.109034569,-0.249665173,-0.045805345,-0.025534539,0.12468665,0.066339641,0.001289807,-0.008985717,0.015261623,0.02378436,-0.03209693,-0.138795684,0.055415354,0.077004018,0.007772069,0.044239782,-0.083975222,0.050235163,-0.028992459,0.078058663,0.012360166,-0.009062756,0.024886521,-0.017668423,0.017914136,-0.007987504,-0.008241271,0.000836149,0.000278323,0.002214355,0.000285345,-0.000116528,6.94E-16
Mb1382,Mb1382#2,0,noone,NA,sacc,Sacc_rob,M6,3,34.4991,135.932,4299,-0.553427778,-0.580078235,0.944939859,1.175077849,-0.190323129,-0.942057299,0.47308762,-0.212211138,-0.027389008,1.429983394,0.322916767,-2.580695707,-0.583341812,0.386297487,0.732293166,-0.277365537,0.136081059,0.435498602,-0.11518712,-0.290266061,-0.057353187,-0.037785277,0.11150317,0.020813576,0.02914545,-0.011304452,-0.026434217,0.039863566,-0.011009513,-0.110753017,-0.006170708,0.032038557,0.016870218,0.022725017,-0.08897267,0.043927231,-0.025728548,0.075972569,0.024280789,-0.012950284,0.034578703,0.003270764,0.019089863,0.00120382,-0.00044129,0.00433164,-0.001661391,0.000860611,0.000372951,-7.64E-06,6.38E-16
Mb1388,Mb1388#15,0,noone,NA,sacc,Sacc_rob,M6,3,35.8366,140.54,4420,0.602082802,1.343568827,2.540129816,-0.359174796,-0.827762663,2.123724394,-0.974888939,0.990300052,-1.223801133,-0.6568256,0.446646788,-0.028188366,0.164284892,-0.464238563,-0.014327745,-0.186855508,0.021256142,-0.006511618,-0.047566383,0.308610504,-0.137695896,-0.018356115,-0.284497862,-0.011399429,0.054921538,0.029844565,-0.128327472,0.129575365,0.017095826,0.050498779,0.05689813,-0.042752256,0.027670251,0.013372776,-0.041607013,0.001870838,-0.039814604,0.002457868,0.018732711,-0.010538213,-0.013971642,-0.016462034,-0.012244856,-0.007740105,-0.003963346,0.006593893,-0.000337568,0.001381122,-0.001220661,5.49E-05,-3.05E-16
Mb1399,Mb1399#15,0,noone,NA,sacc,Sacc_rob,M6,3,35.874,140.495,4420,0.436008204,1.329441936,2.531714217,-0.509343456,-0.771392054,2.137742252,-1.077168021,1.012714774,-1.163296762,-0.60703689,0.410902397,-0.008687811,0.108417182,-0.349420343,0.031887157,-0.186429753,0.027124822,-0.016707213,-0.027790286,0.287145449,-0.15230914,-0.020678212,-0.268796766,-0.005530898,0.06497705,0.030714151,-0.136346277,0.131291821,0.024796156,0.041436205,0.049722218,-0.044750479,0.043735501,0.018483148,-0.01704328,0.013152019,-0.025124017,0.007627215,-0.022143687,-0.003432052,-0.020964114,-0.012879586,-0.008949481,-0.015358417,-0.004163523,0.003332188,-0.001252539,-0.002388301,-0.001281901,0.000126877,1.11E-16
Mb140,Mb140,0,noone,NA,sacc,Sacc_rob,M6,3,38.4005,140.74,4354,0.323796308,2.409822334,0.475937631,-1.213641376,0.268322082,-0.063733825,1.82151617,0.391823773,0.09208937,-0.476742742,0.335624025,-0.085868111,0.916216603,-0.393763052,-0.494077236,0.032890312,-0.161955017,0.237257113,-0.41800518,-0.141967424,0.010945765,0.070379066,0.032891753,0.132504467,-0.018395099,0.013150496,0.188373345,-0.162860954,0.018155934,0.084161737,-0.005652805,0.083005745,0.026562755,-0.038190823,0.005401128,0.017002522,-0.01854983,-0.005697724,-0.022778269,0.016077314,-0.0075183,-0.035240354,0.012048012,-0.01564105,0.015287247,0.009984037,-0.005105395,0.001558541,-0.000658516,-0.000157339,3.33E-16
Mb1406,Mb1406#1,0,noone,NA,sin,Sacc_rob,M6,3,35.9114,140.546,4323,-1.974176381,0.351326889,4.683363247,2.252851539,-0.742765661,0.55818185,-0.689727703,-3.354773947,2.167057768,-0.532983779,0.412323627,0.279214395,0.294308041,-0.557102218,-0.26889261,0.176552263,0.046255649,0.189859944,-0.008961679,0.162135936,-0.084350208,-0.068164009,-0.117463444,-0.06983518,0.001044827,0.003424008,0.014824317,0.022964742,0.048159902,0.045532022,0.039095703,-0.053502194,0.051205541,-0.023707883,0.034120839,-0.022623462,-0.016873548,-0.015091698,-0.00227229,0.00715681,0.010228403,0.008902603,0.010305412,0.003379927,0.002355906,0.00128164,-0.000530759,0.000926625,-0.000156422,-4.73E-05,6.11E-16
Mb1408,Mb1408#15,0,noone,NA,sacc,Sacc_rob,M6,3,35.91,140.495,4323,-2.038393313,0.397381944,4.640896562,2.19304691,-0.770430531,0.502932339,-0.76367724,-3.35385042,2.209865523,-0.548297936,0.434939965,0.301335932,0.249557226,-0.398734841,-0.203065925,0.152109361,0.026739796,0.20165289,-0.001943519,0.144037649,-0.071432726,-0.065641172,-0.091765227,-0.059349347,-0.021579715,0.015677718,0.027361151,0.026416726,0.017495253,0.028529825,0.093051889,-0.016820621,0.042096379,-0.020379703,0.042349512,0.001486847,-0.003410269,-0.023297917,0.019279247,0.007632646,0.012251861,-0.01468454,0.001993112,-0.011433878,-0.002876452,-0.001716558,0.000467557,0.002082399,-0.000601126,-0.00019359,6.11E-16
Mb1415,Mb1415#12,0,noone,NA,sin,Sacc_rob,M6,3,36.20779,140.07555,4422,-1.278593323,1.928824066,3.334062756,-0.912476788,-2.100083135,1.126306948,-2.120746193,1.496796644,-0.716640155,-0.43783589,0.129587887,0.094408076,-0.530160672,0.649218554,0.631571807,-0.508878072,-0.164954445,-0.192681258,-0.247685966,0.127333168,-0.004107741,0.012579251,0.105017823,-0.010908474,0.032263358,-0.046862674,-0.036996762,0.028359133,0.009522407,-0.03268283,0.022983884,-0.11866059,-0.061545901,-0.067262676,0.026940263,-0.045685906,0.026501231,-0.026032407,-0.004986298,0.006057139,-0.002616711,-0.031356352,0.009938725,0.000412102,0.001228705,-0.014450966,-0.004001333,-0.000677145,0.00127104,6.88E-05,-9.71E-16
Mb1417,Mb1417#12,0,noone,NA,sacc,Sacc_rob,M6,3,36.20779,140.07555,4422,-1.278593323,1.928824066,3.334062756,-0.912476788,-2.100083135,1.126306948,-2.120746193,1.496796644,-0.716640155,-0.43783589,0.129587887,0.094408076,-0.530160672,0.649218554,0.631571807,-0.508878072,-0.164954445,-0.192681258,-0.247685966,0.127333168,-0.004107741,0.012579251,0.105017823,-0.010908474,0.032263358,-0.046862674,-0.036996762,0.028359133,0.009522407,-0.03268283,0.022983884,-0.11866059,-0.061545901,-0.067262676,0.026940263,-0.045685906,0.026501231,-0.026032407,-0.004986298,0.006057139,-0.002616711,-0.031356352,0.009938725,0.000412102,0.001228705,-0.014450966,-0.004001333,-0.000677145,0.00127104,6.88E-05,-9.71E-16
Mb142,Mb142,0,noone,NA,sacc,Sacc_rob,M6,3,37.0161,140.121,4422,-0.974764285,2.514513761,3.098966873,-0.884051473,-2.617872704,0.356012193,-1.541927057,1.319200123,-0.955345331,-0.181284053,0.15542562,0.048417805,0.020282359,-0.176440931,0.496640799,-0.389153131,-0.131107892,-0.238229298,-0.268760836,0.088792924,0.152267063,0.083620064,0.181082036,0.139009254,-0.011068794,-0.038815527,-0.05219574,-0.124581802,-0.079701582,-0.079466168,-0.075361444,-0.012669426,-0.05063115,0.044444721,0.022990094,-0.026121794,0.008843603,-0.015646377,-0.015140014,-0.005660108,-0.01578672,0.003480006,0.018491569,-0.008479216,-0.001006326,-0.009744908,-0.004822016,-0.002819399,0.0010081,0.000117688,5.27E-16
Mb144,Mb144,0,noone,NA,sacc,Sacc_rob,M6,3,32.6697,130.76,4278,2.279055868,-2.102139049,-1.164094552,-0.920719877,0.100839741,0.191743374,-0.896972508,-0.365967892,0.228578563,1.509648756,-0.550083385,0.245979479,-0.350490569,0.958579475,0.141795964,-0.082486,0.220981046,0.143829439,0.066737132,0.000457685,-0.15250171,-0.016236788,-0.196719673,-0.330863898,-0.048656884,0.030355289,-0.040391961,-0.009541798,-0.010218659,-0.046267436,-0.005296306,0.123291827,0.017592814,0.059455876,0.013480002,0.02066206,-0.072583119,-0.028072904,0.001791625,0.009148159,-0.039485194,-0.013192142,-0.010465606,-0.001573998,0.013555796,0.011448662,-0.004766346,-0.001421047,0.000376943,-0.000243515,8.33E-17
Mb1451,Mb1451,0,noone,NA,lut,Sacc_rob,M6,3,28.5323,112.079,11605,-3.776915604,-1.669814581,0.039539481,3.863837984,4.416475807,-0.553425436,1.211948076,1.489390426,0.618212234,-0.386297024,-0.760303759,1.013024976,0.06537646,-0.40415135,0.607369346,-0.848020938,0.108757407,0.148324018,-0.086027831,-0.006446757,0.047122977,-0.10321088,-0.021082047,-0.125686653,0.038799915,-0.145061136,-0.02571235,0.028761259,-0.006642695,0.056022994,-0.075110697,0.013731116,0.047990942,0.028469742,0.00840893,0.022378605,0.016127553,-0.012354206,-0.050080312,0.011928306,-0.005162282,0.012497451,0.006527571,-0.003238091,-0.001118864,-0.003471463,0.008411075,0.004680084,0.000220172,3.93E-05,2.98E-16
Mb1499,Mb1499#1,0,noone,NA,sacc,Sacc_rob,M6,3,35.47339,140.18821,4420,0.856244686,1.173815316,2.525387193,-0.051239858,-0.807218827,2.234061047,-1.0697448,1.009410679,-1.268736455,-0.522017802,0.353713907,-0.041936486,0.15815169,-0.594266084,-0.113802746,-0.159225368,0.046241812,0.008481796,-0.048483292,0.289282244,-0.150263318,-0.010952928,-0.278193113,0.022664046,0.052678803,0.007806118,-0.134143214,0.111296323,0.003018981,0.011223664,0.035596293,-0.004712505,0.038744821,0.010985003,-0.012016151,0.048904896,-0.006012903,0.031615344,-0.002213266,-0.016925845,-0.024854263,0.002109011,0.004146609,-0.000835062,-0.002421761,0.005671896,-0.004712021,-0.004629633,-0.000302492,0.000106277,1.39E-16
Mb1500,Mb1500#3,0,noone,NA,sacc,Sacc_rob,M6,3,35.47339,140.18821,4420,0.856244686,1.173815316,2.525387193,-0.051239858,-0.807218827,2.234061047,-1.0697448,1.009410679,-1.268736455,-0.522017802,0.353713907,-0.041936486,0.15815169,-0.594266084,-0.113802746,-0.159225368,0.046241812,0.008481796,-0.048483292,0.289282244,-0.150263318,-0.010952928,-0.278193113,0.022664046,0.052678803,0.007806118,-0.134143214,0.111296323,0.003018981,0.011223664,0.035596293,-0.004712505,0.038744821,0.010985003,-0.012016151,0.048904896,-0.006012903,0.031615344,-0.002213266,-0.016925845,-0.024854263,0.002109011,0.004146609,-0.000835062,-0.002421761,0.005671896,-0.004712021,-0.004629633,-0.000302492,0.000106277,1.39E-16
Mb1512,Mb1512#1,0,noone,NA,sacc,Sacc_rob,M6,3,35.47157,140.22235,4420,0.905055081,1.213222529,2.530763358,-0.024221191,-0.847243437,2.204155792,-0.998837879,0.993132869,-1.28997233,-0.537527274,0.36554032,-0.033484513,0.164600264,-0.603591336,-0.109914739,-0.175609803,0.03270202,0.032419612,-0.053605158,0.288258558,-0.151292266,-0.014927826,-0.283806357,0.006452303,0.058029243,0.018362907,-0.133092866,0.123183142,0.006769586,0.024707298,0.039868121,-0.013941583,0.03704343,0.008059181,-0.022060536,0.040150503,-0.010552517,0.017323036,0.004172756,-0.020726598,-0.017372348,0.001528199,-0.000164512,-0.001374573,-0.000743587,0.006144692,0.000416541,0.000117373,-0.000645646,2.58E-05,5.55E-17
Mb1520,Mb1520#1,0,noone,NA,sacc,Sacc_rob,M6,3,35.11169,139.37427,0,0.269344327,-0.103773554,0.072685779,-0.695403911,0.847905892,0.379767164,-0.152649247,0.410711454,-0.139649562,-0.572746998,-0.252422659,-0.230042856,0.121756065,0.281467655,-0.487763893,0.091241138,-0.2080937,-0.115744696,-0.025523265,-0.035507415,0.148471399,-0.287725556,0.200637319,-0.041271756,-0.116619586,0.155323337,-0.059530989,0.059225997,0.069471282,0.020857605,-0.064992457,-0.033620485,0.004718955,0.044902987,0.099402638,0.006268136,-0.02198333,0.076919545,0.027745069,0.027438568,-0.01251331,-0.002470726,0.000804696,0.000520641,0.00043525,6.20E-05,0.003159725,0.001599814,6.09E-06,-1.03E-07,1.94E-16
Mb1521,Mb1521#5,0,noone,NA,sacc,Sacc_rob,M6,3,35.11169,139.37427,0,0.269344327,-0.103773554,0.072685779,-0.695403911,0.847905892,0.379767164,-0.152649247,0.410711454,-0.139649562,-0.572746998,-0.252422659,-0.230042856,0.121756065,0.281467655,-0.487763893,0.091241138,-0.2080937,-0.115744696,-0.025523265,-0.035507415,0.148471399,-0.287725556,0.200637319,-0.041271756,-0.116619586,0.155323337,-0.059530989,0.059225997,0.069471282,0.020857605,-0.064992457,-0.033620485,0.004718955,0.044902987,0.099402638,0.006268136,-0.02198333,0.076919545,0.027745069,0.027438568,-0.01251331,-0.002470726,0.000804696,0.000520641,0.00043525,6.20E-05,0.003159725,0.001599814,6.09E-06,-1.03E-07,1.94E-16
Mb1523,Mb1523#4,0,noone,NA,sacc,Sacc_rob,M6,3,35.11169,139.37427,0,0.269344327,-0.103773554,0.072685779,-0.695403911,0.847905892,0.379767164,-0.152649247,0.410711454,-0.139649562,-0.572746998,-0.252422659,-0.230042856,0.121756065,0.281467655,-0.487763893,0.091241138,-0.2080937,-0.115744696,-0.025523265,-0.035507415,0.148471399,-0.287725556,0.200637319,-0.041271756,-0.116619586,0.155323337,-0.059530989,0.059225997,0.069471282,0.020857605,-0.064992457,-0.033620485,0.004718955,0.044902987,0.099402638,0.006268136,-0.02198333,0.076919545,0.027745069,0.027438568,-0.01251331,-0.002470726,0.000804696,0.000520641,0.00043525,6.20E-05,0.003159725,0.001599814,6.09E-06,-1.03E-07,1.94E-16
Mb1524,Mb1524#5,0,noone,NA,sacc,Sacc_rob,M6,3,35.11169,139.37427,0,0.269344327,-0.103773554,0.072685779,-0.695403911,0.847905892,0.379767164,-0.152649247,0.410711454,-0.139649562,-0.572746998,-0.252422659,-0.230042856,0.121756065,0.281467655,-0.487763893,0.091241138,-0.2080937,-0.115744696,-0.025523265,-0.035507415,0.148471399,-0.287725556,0.200637319,-0.041271756,-0.116619586,0.155323337,-0.059530989,0.059225997,0.069471282,0.020857605,-0.064992457,-0.033620485,0.004718955,0.044902987,0.099402638,0.006268136,-0.02198333,0.076919545,0.027745069,0.027438568,-0.01251331,-0.002470726,0.000804696,0.000520641,0.00043525,6.20E-05,0.003159725,0.001599814,6.09E-06,-1.03E-07,1.94E-16
Mb1525,Mb1525#6,0,noone,NA,sin,Sacc_rob,M6,3,35.11169,139.37427,0,0.269344327,-0.103773554,0.072685779,-0.695403911,0.847905892,0.379767164,-0.152649247,0.410711454,-0.139649562,-0.572746998,-0.252422659,-0.230042856,0.121756065,0.281467655,-0.487763893,0.091241138,-0.2080937,-0.115744696,-0.025523265,-0.035507415,0.148471399,-0.287725556,0.200637319,-0.041271756,-0.116619586,0.155323337,-0.059530989,0.059225997,0.069471282,0.020857605,-0.064992457,-0.033620485,0.004718955,0.044902987,0.099402638,0.006268136,-0.02198333,0.076919545,0.027745069,0.027438568,-0.01251331,-0.002470726,0.000804696,0.000520641,0.00043525,6.20E-05,0.003159725,0.001599814,6.09E-06,-1.03E-07,1.94E-16
