accession,geno,choice,name,ID,species,pop_dapc8,pop_dapc8_ID,pop_dapc5,Lat,Long,Soil.all,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51
Mb1543,Mb1543#1,0,noone,NA,sin,Sacc_rob,M6,3,36.33062,138.55348,4419,-0.932903376,5.576518718,0.989013955,-1.767974374,-0.964709255,0.003527177,-0.500967026,1.540763194,0.201181698,-0.511503492,0.743554857,-0.067323103,-0.303557693,0.471117627,0.195621017,-0.174446548,0.43429273,0.190078111,0.400061193,0.053545429,0.06287551,0.028150432,0.079172387,-0.021402925,0.02031804,0.060929936,0.057421578,-0.143385923,0.117613557,0.122302771,-0.128844114,0.069581,0.070210598,-0.046355531,-0.040754404,0.025998273,0.039547987,0.000703878,0.005618527,0.015581507,0.017852872,0.018381945,-0.01220502,0.013096274,-0.00056643,-0.008654282,0.000959151,-0.002691603,-0.0004454,-6.57E-05,3.64E-15
Mb1544,Mb1544#3,0,noone,NA,sacc,Sacc_rob,M6,3,36.33062,138.55348,4419,-0.932903376,5.576518718,0.989013955,-1.767974374,-0.964709255,0.003527177,-0.500967026,1.540763194,0.201181698,-0.511503492,0.743554857,-0.067323103,-0.303557693,0.471117627,0.195621017,-0.174446548,0.43429273,0.190078111,0.400061193,0.053545429,0.06287551,0.028150432,0.079172387,-0.021402925,0.02031804,0.060929936,0.057421578,-0.143385923,0.117613557,0.122302771,-0.128844114,0.069581,0.070210598,-0.046355531,-0.040754404,0.025998273,0.039547987,0.000703878,0.005618527,0.015581507,0.017852872,0.018381945,-0.01220502,0.013096274,-0.00056643,-0.008654282,0.000959151,-0.002691603,-0.0004454,-6.57E-05,3.64E-15
Mb1545,Mb1545#1,0,noone,NA,sacc,Sacc_rob,M6,3,36.18521,139.00698,4355,-0.501548176,3.256620275,0.051060329,-2.108516163,0.426562453,0.491455253,-0.37896714,1.211210152,1.745518273,-0.260223468,0.676501667,0.177503947,-0.065590514,0.753854945,0.013366987,-0.205151445,-0.4920915,-0.165561162,-0.039165808,-0.124537944,-0.276213081,0.249134044,0.038117682,0.005948681,-0.210418136,-0.134670859,0.02354192,0.138147704,0.106713867,-0.04223569,0.038407086,-0.02357968,-0.042739999,0.076547595,-0.074371987,-0.121818229,0.02325265,0.024072669,-0.022268198,0.018927147,0.004728408,-0.026097876,-0.02333499,0.005866894,-0.010869359,-0.000413584,-0.003699099,0.000731152,0.001528572,-5.03E-05,-5.83E-16
Mb494,Mb494#1,1,Pwyll,M6.06,sin,Sacc_rob,M6,3,33.9408,133.635,4299,-0.6946351,-0.701110177,0.863489137,1.174604414,0.031930732,-0.960126272,0.099636664,-0.205789868,-0.101204295,0.735426409,0.465666402,-2.807177407,-0.675114916,-0.359571798,0.347192913,-0.279345427,0.283989905,0.254628486,-0.131858543,-0.296494467,-0.221906686,-0.043293837,0.05430975,0.077669558,0.050447228,-0.059176152,-0.057727984,0.006836647,0.017624642,-0.120781928,0.004606196,-0.008046321,0.031744926,0.006171011,0.041424083,0.05822022,0.054804243,-0.015281087,0.01905133,0.023914698,0.018979505,-0.008379757,-0.010156453,-0.000672751,-0.002826863,-0.001075023,0.000360734,0.004025037,0.000132403,-8.87E-05,2.22E-16
Mb20,Mb20,0,noone,NA,sacc,Sacc_rob,M6,3,36.554,138.664,4419,-0.480156963,5.334364168,1.378697346,-1.412573672,-0.888860262,0.486853849,0.235001131,1.557193094,0.018781363,-0.097940826,0.62293652,-0.032152846,0.07284549,0.291477416,0.163701262,-0.013498761,0.379266964,0.262045334,0.340409024,0.120575011,0.173752521,0.057681875,0.091931221,0.059284996,-0.003867325,0.093843915,0.083741699,-0.14102223,0.078278553,0.136491501,-0.019225785,0.093967477,0.076670804,-0.048710403,-0.067568049,0.019397669,-0.027137861,0.016080984,-0.007698235,0.027540339,0.001430094,0.001275124,-0.007973519,0.01245092,-0.006688932,-0.01127511,0.00170565,-0.000515418,-0.000984039,-4.81E-05,3.83E-15
Mb226,Mb226,0,noone,NA,sacc,Sacc_rob,M6,3,34.45,126.933,4295,-0.130409598,-0.121237472,-1.706200112,-0.367987153,1.895373474,-0.620027473,-0.751266838,-0.741963394,0.270957313,0.203716663,-0.035909435,-0.749165973,0.01007562,0.366902963,-0.639703251,-0.375723657,0.121837742,-0.428502281,-0.001984959,-0.094513524,-0.165271678,0.283789641,-0.219302235,-0.090244585,0.096855476,-0.1549026,-0.276453414,-0.197657053,-0.159942344,0.005279272,-0.07640129,0.086827922,0.001131637,-0.004667913,0.05567097,0.049285289,-0.016051782,0.003257646,-0.004652838,-0.014129652,-0.057610887,-0.017555802,-0.005134515,-0.004690457,0.005673164,-0.000123499,-0.001334036,0.009227867,0.000682013,-0.000371427,-1.11E-15
Mb228,Mb228,0,noone,NA,rob,Sacc_rob,M6,3,41.2847,123.911,11406,-4.67411059,3.485199489,-1.124718001,-3.650015203,0.216856965,-4.082568635,-0.749534516,-0.798807592,-1.574775142,0.264917361,-1.370383384,0.070698671,-0.161321859,0.046064128,0.950805497,1.104006409,-0.269957204,-0.34089059,0.35575225,0.397597801,0.182065927,0.04827192,0.316344091,-0.077637303,0.034213596,-0.34997419,-0.016352032,0.236871622,0.12945264,0.013064224,0.045100427,0.010209327,0.009146068,0.015893582,-0.042482333,0.086698592,-0.073339873,-0.080250359,0.059568602,0.081671869,0.043541854,-0.007499809,0.00357307,-0.011539545,0.036209895,0.018193772,0.00354878,-0.004081606,-0.002958385,-0.000255371,-2.78E-17
Mb426,Mb426#1,1,Culhwch,M6.07,rob,Sacc_rob,M6,3,37.4114,118.657,11586,-11.97520449,0.458106408,-10.41391994,1.736352694,-5.953061056,6.068901409,1.171543244,-1.060579839,0.418914626,-0.343483311,-0.804824096,-0.224074965,0.17164903,-0.064705921,0.052422504,-0.181781544,-0.011322633,0.005956995,0.005506483,0.002504327,0.016056673,-0.039980716,0.0008173,0.005477343,0.014805712,-0.010627134,0.002436016,0.001308688,0.012377865,-0.009821418,0.00233158,0.000719226,0.002949746,0.0039055,-0.002088332,0.002697117,-0.00059455,-0.000366631,-0.002271423,0.001122602,-0.000834057,-0.000592082,0.000334997,0.000929853,6.79E-06,0.000106905,-3.36E-05,-3.23E-06,1.57E-05,3.93E-06,0
Mb237,Mb237,0,noone,NA,sacc,Sacc_rob,M6,3,39.3567,121.866,11407,-3.784225034,1.769724259,-0.442379704,-2.079350396,1.407546458,-2.159837566,-1.299352613,-0.505088771,-1.897617594,-1.385586566,-0.838014067,-0.709248707,0.154813881,-1.460776992,-0.140263865,1.378204205,-0.008645188,-0.850083093,0.09935663,0.756320663,0.137555002,0.220474208,0.045838163,0.280817728,-0.01425856,-0.617490392,0.034268793,0.056349076,0.177013893,-0.153074686,-0.085301845,0.111691207,-0.03235316,-0.018460942,-0.000462835,0.135641798,-0.032663991,-0.001802967,0.072014888,0.067509913,-0.012163243,-0.003074698,0.038491417,0.006871404,0.021736951,0.014116681,-0.005926428,-0.00867133,-7.12E-05,-0.000479583,-1.89E-15
Mb427,Mb427#1,1,Aranrhod,M6.08,rob,Sacc_rob,M6,3,37.4114,118.657,11586,-11.97520449,0.458106408,-10.41391994,1.736352694,-5.953061056,6.068901409,1.171543244,-1.060579839,0.418914626,-0.343483311,-0.804824096,-0.224074965,0.17164903,-0.064705921,0.052422504,-0.181781544,-0.011322633,0.005956995,0.005506483,0.002504327,0.016056673,-0.039980716,0.0008173,0.005477343,0.014805712,-0.010627134,0.002436016,0.001308688,0.012377865,-0.009821418,0.00233158,0.000719226,0.002949746,0.0039055,-0.002088332,0.002697117,-0.00059455,-0.000366631,-0.002271423,0.001122602,-0.000834057,-0.000592082,0.000334997,0.000929853,6.79E-06,0.000106905,-3.36E-05,-3.23E-06,1.57E-05,3.93E-06,0
Mb272,Mb272,0,noone,NA,sacc,Sacc_rob,M6,3,34.45,126.933,4295,-0.130409598,-0.121237472,-1.706200112,-0.367987153,1.895373474,-0.620027473,-0.751266838,-0.741963394,0.270957313,0.203716663,-0.035909435,-0.749165973,0.01007562,0.366902963,-0.639703251,-0.375723657,0.121837742,-0.428502281,-0.001984959,-0.094513524,-0.165271678,0.283789641,-0.219302235,-0.090244585,0.096855476,-0.1549026,-0.276453414,-0.197657053,-0.159942344,0.005279272,-0.07640129,0.086827922,0.001131637,-0.004667913,0.05567097,0.049285289,-0.016051782,0.003257646,-0.004652838,-0.014129652,-0.057610887,-0.017555802,-0.005134515,-0.004690457,0.005673164,-0.000123499,-0.001334036,0.009227867,0.000682013,-0.000371427,-1.11E-15
Mb429,Mb429#1,1,Gwenhwyfar,M6.09,rob,Sacc_rob,M6,3,37.4114,118.657,11586,-11.97520449,0.458106408,-10.41391994,1.736352694,-5.953061056,6.068901409,1.171543244,-1.060579839,0.418914626,-0.343483311,-0.804824096,-0.224074965,0.17164903,-0.064705921,0.052422504,-0.181781544,-0.011322633,0.005956995,0.005506483,0.002504327,0.016056673,-0.039980716,0.0008173,0.005477343,0.014805712,-0.010627134,0.002436016,0.001308688,0.012377865,-0.009821418,0.00233158,0.000719226,0.002949746,0.0039055,-0.002088332,0.002697117,-0.00059455,-0.000366631,-0.002271423,0.001122602,-0.000834057,-0.000592082,0.000334997,0.000929853,6.79E-06,0.000106905,-3.36E-05,-3.23E-06,1.57E-05,3.93E-06,0
Mb338,Mb338,0,noone,NA,sacc,Sacc_rob,M6,3,34.3057,117.951,11481,-8.255774938,-5.184359839,-0.073652879,1.931332474,-1.603741162,-3.4219429,-0.168458478,2.460201441,-0.712110093,0.519411977,2.489678951,0.691867083,-0.442823713,0.161233408,-0.416645815,0.932498459,0.030508556,0.027158343,-0.130953535,-0.071142863,-0.053587383,0.089364427,0.000320268,-0.044058118,-0.013938569,0.023358011,-0.048729868,-0.022702878,-0.013811475,0.031461251,0.014993264,0.007678811,0.001741671,-0.002576837,0.002435694,-0.006899442,0.003077861,0.002732487,0.008791483,-0.002032984,-0.001637527,3.52E-05,-0.000761236,-0.003959264,-0.001271968,-0.001042665,-0.000698257,-0.00103659,-5.02E-05,5.13E-06,-1.44E-15
Mb339,Mb339,0,noone,NA,sacc,Sacc_rob,M6,3,34.3057,117.951,11481,-8.255774938,-5.184359839,-0.073652879,1.931332474,-1.603741162,-3.4219429,-0.168458478,2.460201441,-0.712110093,0.519411977,2.489678951,0.691867083,-0.442823713,0.161233408,-0.416645815,0.932498459,0.030508556,0.027158343,-0.130953535,-0.071142863,-0.053587383,0.089364427,0.000320268,-0.044058118,-0.013938569,0.023358011,-0.048729868,-0.022702878,-0.013811475,0.031461251,0.014993264,0.007678811,0.001741671,-0.002576837,0.002435694,-0.006899442,0.003077861,0.002732487,0.008791483,-0.002032984,-0.001637527,3.52E-05,-0.000761236,-0.003959264,-0.001271968,-0.001042665,-0.000698257,-0.00103659,-5.02E-05,5.13E-06,-1.44E-15
Mb358,Mb358#2,1,Rhiannon,M6.10,rob,Sacc_rob,M6,3,34.2988,117.952,11481,-8.258207883,-5.192852095,-0.086262392,1.935699374,-1.603003287,-3.42458744,-0.188635131,2.461892957,-0.709235405,0.529710467,2.481928895,0.694127427,-0.456408817,0.157815312,-0.420459811,0.947970113,0.040274081,0.015092145,-0.132311053,-0.042009282,-0.053049294,0.09013347,0.000950545,-0.036431624,-0.021639055,0.006477638,-0.054761566,-0.034700166,-0.012571528,0.030482825,0.012572591,-0.001606728,0.002642378,-0.010561203,0.004651663,-0.010338052,0.003285498,0.002846993,0.002873422,-0.004099564,-0.003985384,0.010867144,0.003713263,0.010193631,-0.000552294,0.001041419,0.000426768,0.000895231,0.000415522,2.57E-05,-1.44E-15
Mb341,Mb341,0,noone,NA,sacc,Sacc_rob,M6,3,34.3045,117.951,11481,-8.255774938,-5.184359839,-0.073652879,1.931332474,-1.603741162,-3.4219429,-0.168458478,2.460201441,-0.712110093,0.519411977,2.489678951,0.691867083,-0.442823713,0.161233408,-0.416645815,0.932498459,0.030508556,0.027158343,-0.130953535,-0.071142863,-0.053587383,0.089364427,0.000320268,-0.044058118,-0.013938569,0.023358011,-0.048729868,-0.022702878,-0.013811475,0.031461251,0.014993264,0.007678811,0.001741671,-0.002576837,0.002435694,-0.006899442,0.003077861,0.002732487,0.008791483,-0.002032984,-0.001637527,3.52E-05,-0.000761236,-0.003959264,-0.001271968,-0.001042665,-0.000698257,-0.00103659,-5.02E-05,5.13E-06,-1.44E-15
Mb344,Mb344,0,noone,NA,sacc,Sacc_rob,M6,3,34.3045,117.951,11481,-8.255774938,-5.184359839,-0.073652879,1.931332474,-1.603741162,-3.4219429,-0.168458478,2.460201441,-0.712110093,0.519411977,2.489678951,0.691867083,-0.442823713,0.161233408,-0.416645815,0.932498459,0.030508556,0.027158343,-0.130953535,-0.071142863,-0.053587383,0.089364427,0.000320268,-0.044058118,-0.013938569,0.023358011,-0.048729868,-0.022702878,-0.013811475,0.031461251,0.014993264,0.007678811,0.001741671,-0.002576837,0.002435694,-0.006899442,0.003077861,0.002732487,0.008791483,-0.002032984,-0.001637527,3.52E-05,-0.000761236,-0.003959264,-0.001271968,-0.001042665,-0.000698257,-0.00103659,-5.02E-05,5.13E-06,-1.44E-15
Mb346,Mb346,0,noone,NA,sacc,Sacc_rob,M6,3,34.3048,117.951,11481,-8.255774938,-5.184359839,-0.073652879,1.931332474,-1.603741162,-3.4219429,-0.168458478,2.460201441,-0.712110093,0.519411977,2.489678951,0.691867083,-0.442823713,0.161233408,-0.416645815,0.932498459,0.030508556,0.027158343,-0.130953535,-0.071142863,-0.053587383,0.089364427,0.000320268,-0.044058118,-0.013938569,0.023358011,-0.048729868,-0.022702878,-0.013811475,0.031461251,0.014993264,0.007678811,0.001741671,-0.002576837,0.002435694,-0.006899442,0.003077861,0.002732487,0.008791483,-0.002032984,-0.001637527,3.52E-05,-0.000761236,-0.003959264,-0.001271968,-0.001042665,-0.000698257,-0.00103659,-5.02E-05,5.13E-06,-1.44E-15
Mb347,Mb347,0,noone,NA,sacc,Sacc_rob,M6,3,34.3048,117.951,11481,-8.255774938,-5.184359839,-0.073652879,1.931332474,-1.603741162,-3.4219429,-0.168458478,2.460201441,-0.712110093,0.519411977,2.489678951,0.691867083,-0.442823713,0.161233408,-0.416645815,0.932498459,0.030508556,0.027158343,-0.130953535,-0.071142863,-0.053587383,0.089364427,0.000320268,-0.044058118,-0.013938569,0.023358011,-0.048729868,-0.022702878,-0.013811475,0.031461251,0.014993264,0.007678811,0.001741671,-0.002576837,0.002435694,-0.006899442,0.003077861,0.002732487,0.008791483,-0.002032984,-0.001637527,3.52E-05,-0.000761236,-0.003959264,-0.001271968,-0.001042665,-0.000698257,-0.00103659,-5.02E-05,5.13E-06,-1.44E-15
Mb87,Mb87,1,Gaheris,M6.11,unknown,Sacc_rob,M6,3,35.7333,127.583,4352,0.22552641,2.58742586,-3.07270789,-2.399825903,1.324547039,-1.512194894,0.04246171,0.506994105,3.030391344,1.361421311,0.357350919,-0.06610181,-0.871447857,0.765055115,0.072812417,-0.108008457,-0.648913029,-0.279831775,0.058729885,-0.002204367,-0.063414351,-0.205399434,-0.30364811,0.273170139,-0.04885879,0.098444812,0.051501237,-0.053906344,-0.07387252,0.088285866,0.038466563,-0.006031587,-0.01803022,0.061037945,-0.02763503,0.051606352,0.0333047,-0.056899056,0.053246949,-0.015043659,-0.005474909,0.005463076,0.026072191,-0.00610873,0.003385519,-0.000675842,0.004164475,0.005702227,-0.001552248,0.000252576,1.94E-16
Mb349,Mb349,0,noone,NA,sacc,Sacc_rob,M6,3,34.3048,117.951,11481,-8.255774938,-5.184359839,-0.073652879,1.931332474,-1.603741162,-3.4219429,-0.168458478,2.460201441,-0.712110093,0.519411977,2.489678951,0.691867083,-0.442823713,0.161233408,-0.416645815,0.932498459,0.030508556,0.027158343,-0.130953535,-0.071142863,-0.053587383,0.089364427,0.000320268,-0.044058118,-0.013938569,0.023358011,-0.048729868,-0.022702878,-0.013811475,0.031461251,0.014993264,0.007678811,0.001741671,-0.002576837,0.002435694,-0.006899442,0.003077861,0.002732487,0.008791483,-0.002032984,-0.001637527,3.52E-05,-0.000761236,-0.003959264,-0.001271968,-0.001042665,-0.000698257,-0.00103659,-5.02E-05,5.13E-06,-1.44E-15
Mb350,Mb350,0,noone,NA,sacc,Sacc_rob,M6,3,34.3048,117.951,11481,-8.255774938,-5.184359839,-0.073652879,1.931332474,-1.603741162,-3.4219429,-0.168458478,2.460201441,-0.712110093,0.519411977,2.489678951,0.691867083,-0.442823713,0.161233408,-0.416645815,0.932498459,0.030508556,0.027158343,-0.130953535,-0.071142863,-0.053587383,0.089364427,0.000320268,-0.044058118,-0.013938569,0.023358011,-0.048729868,-0.022702878,-0.013811475,0.031461251,0.014993264,0.007678811,0.001741671,-0.002576837,0.002435694,-0.006899442,0.003077861,0.002732487,0.008791483,-0.002032984,-0.001637527,3.52E-05,-0.000761236,-0.003959264,-0.001271968,-0.001042665,-0.000698257,-0.00103659,-5.02E-05,5.13E-06,-1.44E-15
Mb353,Mb353,0,noone,NA,sacc,Sacc_rob,M6,3,34.3013,117.945,11481,-8.266646853,-5.171964158,-0.075768346,1.914986776,-1.607937492,-3.434954522,-0.159987057,2.458051187,-0.712540559,0.524727492,2.486325742,0.694032899,-0.44058241,0.154810901,-0.414173173,0.933368551,0.02800102,0.035315369,-0.130417449,-0.068334993,-0.055872542,0.088054496,0.003526696,-0.043542343,-0.013932513,0.021886631,-0.049732725,-0.022496132,-0.016529231,0.029688059,0.027377003,0.003694084,0.003760326,-0.008235677,-0.002458833,-0.008179796,0.000854978,-0.004220553,-0.005081743,-0.004477041,-0.000668809,0.002899509,-0.000343771,-0.001815502,-0.000973458,-0.001521609,0.00578199,0.004292692,-0.000191724,-8.04E-05,-1.44E-15
Mb354,Mb354,0,noone,NA,sacc,Sacc_rob,M6,3,34.3013,117.945,11481,-8.266646853,-5.171964158,-0.075768346,1.914986776,-1.607937492,-3.434954522,-0.159987057,2.458051187,-0.712540559,0.524727492,2.486325742,0.694032899,-0.44058241,0.154810901,-0.414173173,0.933368551,0.02800102,0.035315369,-0.130417449,-0.068334993,-0.055872542,0.088054496,0.003526696,-0.043542343,-0.013932513,0.021886631,-0.049732725,-0.022496132,-0.016529231,0.029688059,0.027377003,0.003694084,0.003760326,-0.008235677,-0.002458833,-0.008179796,0.000854978,-0.004220553,-0.005081743,-0.004477041,-0.000668809,0.002899509,-0.000343771,-0.001815502,-0.000973458,-0.001521609,0.00578199,0.004292692,-0.000191724,-8.04E-05,-1.44E-15
Mb360,Mb360,0,noone,NA,rob,Sacc_rob,M6,3,34.2988,117.952,11481,-8.258207883,-5.192852095,-0.086262392,1.935699374,-1.603003287,-3.42458744,-0.188635131,2.461892957,-0.709235405,0.529710467,2.481928895,0.694127427,-0.456408817,0.157815312,-0.420459811,0.947970113,0.040274081,0.015092145,-0.132311053,-0.042009282,-0.053049294,0.09013347,0.000950545,-0.036431624,-0.021639055,0.006477638,-0.054761566,-0.034700166,-0.012571528,0.030482825,0.012572591,-0.001606728,0.002642378,-0.010561203,0.004651663,-0.010338052,0.003285498,0.002846993,0.002873422,-0.004099564,-0.003985384,0.010867144,0.003713263,0.010193631,-0.000552294,0.001041419,0.000426768,0.000895231,0.000415522,2.57E-05,-1.44E-15
Mb361,Mb361,0,noone,NA,rob,Sacc_rob,M6,3,34.2988,117.952,11481,-8.258207883,-5.192852095,-0.086262392,1.935699374,-1.603003287,-3.42458744,-0.188635131,2.461892957,-0.709235405,0.529710467,2.481928895,0.694127427,-0.456408817,0.157815312,-0.420459811,0.947970113,0.040274081,0.015092145,-0.132311053,-0.042009282,-0.053049294,0.09013347,0.000950545,-0.036431624,-0.021639055,0.006477638,-0.054761566,-0.034700166,-0.012571528,0.030482825,0.012572591,-0.001606728,0.002642378,-0.010561203,0.004651663,-0.010338052,0.003285498,0.002846993,0.002873422,-0.004099564,-0.003985384,0.010867144,0.003713263,0.010193631,-0.000552294,0.001041419,0.000426768,0.000895231,0.000415522,2.57E-05,-1.44E-15
Mb378,Mb378#1,0,noone,NA,sin,Sacc_rob,M6,3,28.2083,112.905,11605,-3.816891909,-1.771442987,0.049308492,3.837930624,4.456929783,-0.452171019,1.190428084,1.521993962,0.660553066,-0.043533144,-0.912639291,1.105063167,0.028473774,-0.215300989,0.697409331,-0.743620305,0.13577215,0.08848496,-0.044218838,0.059783146,-0.044009403,-0.158663649,0.035097531,-0.104243121,-0.006046015,-0.147771679,0.037389443,0.00025823,-0.093612681,0.015649666,0.071252988,0.07856906,0.042463576,0.026949993,0.029792422,0.052030898,0.018136032,0.006708803,-0.050471092,0.022454156,-0.025898617,-0.003206489,0.015228657,0.017799852,-0.011001659,-0.003550215,0.007200134,0.006421576,0.001322388,-2.27E-05,4.23E-16
Mb380,Mb380#1,0,noone,NA,sin,Sacc_rob,M6,3,28.2083,112.905,11605,-3.816891909,-1.771442987,0.049308492,3.837930624,4.456929783,-0.452171019,1.190428084,1.521993962,0.660553066,-0.043533144,-0.912639291,1.105063167,0.028473774,-0.215300989,0.697409331,-0.743620305,0.13577215,0.08848496,-0.044218838,0.059783146,-0.044009403,-0.158663649,0.035097531,-0.104243121,-0.006046015,-0.147771679,0.037389443,0.00025823,-0.093612681,0.015649666,0.071252988,0.07856906,0.042463576,0.026949993,0.029792422,0.052030898,0.018136032,0.006708803,-0.050471092,0.022454156,-0.025898617,-0.003206489,0.015228657,0.017799852,-0.011001659,-0.003550215,0.007200134,0.006421576,0.001322388,-2.27E-05,4.23E-16
Mb386,Mb386#1,0,noone,NA,lut,Sacc_rob,M6,3,28.8305,112.396,11483,-1.986704557,-0.356165145,0.346546791,1.50279671,3.402485819,1.281601438,-0.201013175,0.162411422,-2.047851677,-0.29682025,-1.128716092,-0.698027848,-0.420867996,0.044639519,-0.073981823,0.266274021,-0.550195595,-0.106456131,0.28615017,-0.004475194,0.106644981,0.370034754,-0.132430463,-0.29115279,-0.081251757,0.232974561,0.027898271,-0.261001955,-0.026971391,-0.080978834,0.046804068,-0.091598517,0.079705079,0.006945343,-0.041247072,-0.011731067,0.08356201,-0.021068726,-0.019707058,0.035776524,-0.011553138,0.021932619,0.012580479,-0.002524401,-0.004416269,0.006596026,0.003537012,-0.002839752,0.000876178,-8.11E-05,1.17E-15
Mb388,Mb388#1,0,noone,NA,lut,Sacc_rob,M6,3,28.8305,112.396,11483,-1.986704557,-0.356165145,0.346546791,1.50279671,3.402485819,1.281601438,-0.201013175,0.162411422,-2.047851677,-0.29682025,-1.128716092,-0.698027848,-0.420867996,0.044639519,-0.073981823,0.266274021,-0.550195595,-0.106456131,0.28615017,-0.004475194,0.106644981,0.370034754,-0.132430463,-0.29115279,-0.081251757,0.232974561,0.027898271,-0.261001955,-0.026971391,-0.080978834,0.046804068,-0.091598517,0.079705079,0.006945343,-0.041247072,-0.011731067,0.08356201,-0.021068726,-0.019707058,0.035776524,-0.011553138,0.021932619,0.012580479,-0.002524401,-0.004416269,0.006596026,0.003537012,-0.002839752,0.000876178,-8.11E-05,1.17E-15
Mb391,Mb391,0,noone,NA,lut,Sacc_rob,M6,3,28.8131,112.407,11928,0.003993164,-1.217992207,0.65257296,-0.668074708,1.889466769,1.694377168,-0.352831173,0.65430782,-0.178318593,-0.499567382,-0.824101979,-0.208180828,-0.46154418,-0.144092112,-0.893548835,0.24775067,-0.032433353,-0.005660257,-0.048606411,-0.145569783,0.028445092,-0.249960191,0.147251219,-0.043497303,-0.03724419,-0.086668608,-0.084045365,-0.041772846,-0.075112193,-0.006785835,0.062421316,0.048639817,0.009100317,-0.009639325,-0.0228977,0.017332956,-0.018088576,-0.051475367,-0.0170479,-0.032470383,0.032798811,-0.003736642,-0.005111577,0.005055164,-0.00371794,-0.007352595,-0.00133365,0.002855741,-0.001697382,-8.89E-05,-9.44E-16
