accession;geno;species;pop_dapc8;pop_dapc5;Lat;Long;Soil.all;TAA;TRD;TIA;TSA;TMA;TmA.1;TRA;TWeQ;TDQ;TWaQ;TCQ;PTA;PWM;PDM;PSA;PWeQ;PDQ;PWaQ;PCQ;T_GR;T_SA;T_SI;T_CL;T_RB;T_BD;T_OC;T_PH;T_CE;T_CS;T_BS;T_TE;T_CA;T_CO;T_ES;T_EC;S_GR;S_SA;S_SI;S_CL;S_RD;S_BD;S_OC;S_PH;S_CE;S_CS;S_BS;S_TE;S_CA;S_CO;S_ES;S_EC
Mb1504;Mb1504#1;sin;Sin_N_Japan;1;3546206;14021831;4299;148;75;26;7093;289;4;285;217;58;239;58;1630;224;60;35;560;215;473;215;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1505;Mb1505#1;sin;Sin_N_Japan;1;3546206;14021831;4299;148;75;26;7093;289;4;285;217;58;239;58;1630;224;60;35;560;215;473;215;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1507;Mb1507#1;sin;Sin_N_Japan;1;3545917;14019681;4299;148;75;26;7132;291;4;287;218;58;24;58;1620;223;59;35;559;212;473;212;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1510;Mb1510#1;sin;Sin_N_Japan;1;3545917;14019681;4299;148;75;26;7132;291;4;287;218;58;24;58;1620;223;59;35;559;212;473;212;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1512;Mb1512#1;sacc;Sacc_rob;3;3547157;14022235;4420;148;75;26;7087;289;4;285;217;58;24;58;1620;223;60;34;557;215;470;215;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1513;Mb1513#3;sin;Sin_N_Japan;1;3509956;14038549;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1514;Mb1514#1;sin;Sin_N_Japan;1;3509956;14038549;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1515;Mb1515#1;sin;Sin_N_Japan;1;3509956;14038549;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1516;Mb1516#3;sin;Sin_N_Japan;1;3509956;14038549;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1517;Mb1517#1;sin;Sin_N_Japan;1;3509956;14038549;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1518;Mb1518#1;sin;Sin_N_Japan;1;3508035;13937418;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb152;Mb152;sin;Sin_S_Japan;2;364333;129283;3964;118;102;30;8498;279;-59;338;222;5;223;5;1088;202;30;61;524;112;508;112;175;425;35;225;1395;1335;12;71;485;155;965;147;195;0;3;1;12;40;35;25;138;139;4;7;51;15;93;144;1;0;2;1
Mb1520;Mb1520#1;sacc;Sacc_rob;3;3511169;13937427;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1521;Mb1521#5;sacc;Sacc_rob;3;3511169;13937427;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1523;Mb1523#4;sacc;Sacc_rob;3;3511169;13937427;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1524;Mb1524#5;sacc;Sacc_rob;3;3511169;13937427;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1525;Mb1525#6;sin;Sacc_rob;3;3511169;13937427;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1526;Mb1526#1;sin;Sin_S_Japan;2;3511169;13937427;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1527;Mb1527#1;sin;Sin_N_Japan;1;3511169;13937427;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1528;Mb1528#1;sin;Sin_N_Japan;1;3511169;13937427;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1529;Mb1529#2;sin;Sin_N_Japan;1;3511169;13937427;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb153;Mb153;unknown;Hyb;5;372833;1288;3964;67;101;28;9320;234;-123;357;177;-58;182;-58;1559;331;39;72;822;138;794;138;175;425;35;225;1395;1335;12;71;485;155;965;147;195;0;3;1;12;40;35;25;138;139;4;7;51;15;93;144;1;0;2;1
Mb1531;Mb1531#1;sin;Sin_N_Japan;1;3629065;13906896;4323;145;102;30;7945;31;-23;333;247;44;247;44;1246;194;30;60;561;98;561;98;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1532;Mb1532#3;sacc;Hyb;5;3629065;13906896;4323;145;102;30;7945;31;-23;333;247;44;247;44;1246;194;30;60;561;98;561;98;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1533;Mb1533#5;sin;Sin_N_Japan;1;3629065;13906896;4323;145;102;30;7945;31;-23;333;247;44;247;44;1246;194;30;60;561;98;561;98;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1534;Mb1534#6;sin;Sin_N_Japan;1;3632597;13910093;4323;144;10;30;7906;309;-22;331;246;45;246;45;1247;196;31;60;563;100;563;100;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1535;Mb1535#1;sin;Sin_N_Japan;1;3634127;13910964;4323;145;10;30;7903;309;-22;331;246;45;246;45;1249;196;31;59;563;101;563;101;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1536;Mb1536#1;sin;Sin_N_Japan;1;3634127;13910964;4323;145;10;30;7903;309;-22;331;246;45;246;45;1249;196;31;59;563;101;563;101;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1537;Mb1537#1;sin;Sin_N_Japan;1;3634127;13910964;4323;145;10;30;7903;309;-22;331;246;45;246;45;1249;196;31;59;563;101;563;101;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1539;Mb1539#20;sin;Sin_N_Japan;1;3634127;13910964;4323;145;10;30;7903;309;-22;331;246;45;246;45;1249;196;31;59;563;101;563;101;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1540;Mb1540#7;sacc;Hyb;5;3632864;13857325;4419;88;11;30;8692;265;-92;357;196;-23;198;-23;1250;177;37;50;508;125;499;125;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb1541;Mb1541#1;sin;Sin_N_Japan;1;3632864;13857325;4419;88;11;30;8692;265;-92;357;196;-23;198;-23;1250;177;37;50;508;125;499;125;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb1543;Mb1543#1;sin;Sacc_rob;3;3633062;13855348;4419;88;11;30;8692;265;-92;357;196;-23;198;-23;1248;177;37;50;507;125;498;125;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb1544;Mb1544#3;sacc;Sacc_rob;3;3633062;13855348;4419;88;11;30;8692;265;-92;357;196;-23;198;-23;1248;177;37;50;507;125;498;125;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb1545;Mb1545#1;sacc;Sacc_rob;3;3618521;13900698;4355;116;108;30;8700;291;-66;357;227;5;227;5;1168;160;36;48;450;121;450;121;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1546;Mb1546#1;sin;Sin_N_Japan;1;3618365;13900521;4355;116;108;30;8700;291;-66;357;227;5;227;5;1168;160;36;48;450;121;450;121;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1547;Mb1547#1;sin;Sin_N_Japan;1;3618365;13900521;4355;116;108;30;8700;291;-66;357;227;5;227;5;1168;160;36;48;450;121;450;121;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1548;Mb1548#1;sacc;Sin_N_Japan;1;3618365;13900521;4355;116;108;30;8700;291;-66;357;227;5;227;5;1168;160;36;48;450;121;450;121;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1550;Mb1550#1;sin;Sin_N_Japan;1;3615719;13854768;4419;81;109;30;8599;256;-99;355;187;-29;19;-29;1368;193;35;51;556;124;552;124;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb1551;Mb1551#2;sin;Sin_N_Japan;1;3615719;13854768;4419;81;109;30;8599;256;-99;355;187;-29;19;-29;1368;193;35;51;556;124;552;124;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb1552;Mb1552#1;sin;Sin_N_Japan;1;3615719;13854768;4419;81;109;30;8599;256;-99;355;187;-29;19;-29;1368;193;35;51;556;124;552;124;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb1564;Mb1564#1;trans;Flor_Taiwan;4;2514324;12152061;11806;205;59;31;4739;30;11;19;246;194;262;143;2785;296;190;17;846;590;790;598;4;27;25;48;125;125;124;48;13;10;39;54;0;0;1;1;6;22;22;56;122;125;45;5;11;8;30;42;0;0;2;1
Mb17;Mb17;sin;Sin_N_Japan;1;36554;138664;4419;92;104;29;8735;269;-84;353;203;-19;203;-19;1341;182;59;42;519;185;519;185;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb18;Mb18;sin;Sin_N_Japan;1;36554;138664;4419;92;104;29;8735;269;-84;353;203;-19;203;-19;1341;182;59;42;519;185;519;185;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb19;Mb19;sin;Sin_N_Japan;1;363302;138428;4419;105;109;30;8825;285;-75;36;215;-7;217;-7;1121;157;40;46;437;129;430;129;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb2;Mb2;sin;Sin_N_Japan;1;384005;14074;4354;97;83;25;8713;27;-58;328;209;-1;209;-12;1408;189;72;34;530;236;530;243;1125;405;385;21;14;1195;26675;6225;50;1675;5975;92;975;0;175;1;1,16667E+14;3,93333E+14;3,63333E+14;2,43333E+14;138;1,22333E+14;9,33333E+14;59;56;1,83333E+14;5,06667E+14;5,63333E+14;0;0;1;1
Mb20;Mb20;sacc;Sacc_rob;3;36554;138664;4419;92;104;29;8735;269;-84;353;203;-19;203;-19;1341;182;59;42;519;185;519;185;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb21;Mb21;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb221;Mb221;sin;Sin_S_Japan;2;380833;127433;4352;85;111;28;10242;268;-128;396;205;-53;212;-53;1452;412;22;98;898;76;877;76;18;42;365;215;14;13;1425;635;36;135;685;985;195;0;25;1;20;45;35;20;142;137;5;52;36;9;33;26;0;0;1;1
Mb222;Mb222;sin;Sin_S_Japan;2;369667;12815;4352;112;117;29;9868;296;-95;391;234;-21;234;-21;1205;299;23;84;673;80;673;80;18;42;365;215;14;13;1425;635;36;135;685;985;195;0;25;1;20;45;35;20;142;137;5;52;36;9;33;26;0;0;1;1
Mb223;Mb223;sin;Sin_S_Japan;2;354333;127483;4352;116;119;32;9216;295;-75;37;232;-6;232;-6;1413;313;32;77;772;112;772;112;18;42;365;215;14;13;1425;635;36;135;685;985;195;0;25;1;20;45;35;20;142;137;5;52;36;9;33;26;0;0;1;1
Mb224;Mb224;sin;Sin_N_Japan;1;384005;14074;4354;97;83;25;8713;27;-58;328;209;-1;209;-12;1408;189;72;34;530;236;530;243;1125;405;385;21;14;1195;26675;6225;50;1675;5975;92;975;0;175;1;1,16667E+14;3,93333E+14;3,63333E+14;2,43333E+14;138;1,22333E+14;9,33333E+14;59;56;1,83333E+14;5,06667E+14;5,63333E+14;0;0;1;1
Mb225;Mb225;sin;Sin_N_Japan;1;36554;138664;4419;92;104;29;8735;269;-84;353;203;-19;203;-19;1341;182;59;42;519;185;519;185;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb226;Mb226;sacc;Sacc_rob;3;3445;126933;4295;14;89;28;8149;296;-19;315;24;56;243;33;1481;256;27;68;749;111;672;115;121;432;342;226;1397;1358;1107;632;426;136;835;116;78;0;22;1;10625;39625;3225;28125;136125;13975;4075;63625;40125;12375;76875;107625;625;0;2;1
Mb228;Mb228;rob;Sacc_rob;3;412847;123911;11406;71;119;25;12135;278;-181;459;219;-95;219;-95;863;230;8;101;548;30;548;30;2;38;39;23;138;13;195;64;55;20;87;124;0;0;1;1;4;40;37;23;139;139;67;68;64;17;95;138;1;0;1;1
Mb229;Mb229;sin;Sin_S_Japan;2;4091;124852;11910;59;12;25;12088;263;-204;467;207;-108;207;-108;1083;297;12;106;702;40;702;40;4;41;37;22;14;143;74;65;47;13;91;11;0;0;1;1;3;37;34;29;135;151;36;67;50;14;93;131;0;0;1;1
Mb23;Mb23;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb232;Mb232;rob;Sin (EMI/PRI);1;392986;121811;11407;104;78;21;10457;275;-94;369;229;-38;229;-38;640;177;7;101;405;27;405;27;2;38;39;23;138;13;195;64;55;20;87;124;0;0;1;1;4;40;37;23;139;139;67;68;64;17;95;138;1;0;1;1
Mb237;Mb237;sacc;Sacc_rob;3;393567;121866;11407;104;78;21;10528;275;-96;371;23;-39;23;-39;642;177;7;101;406;27;406;27;2;38;39;23;138;13;195;64;55;20;87;124;0;0;1;1;4;40;37;23;139;139;67;68;64;17;95;138;1;0;1;1
Mb24;Mb24;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb25;Mb25;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb26;Mb26;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb27;Mb27;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb271;Mb271;sin;Sin_N_Japan;1;370161;140121;4422;115;97;29;8243;283;-49;332;22;11;22;11;1410;197;47;48;577;156;577;156;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb272;Mb272;sacc;Sacc_rob;3;3445;126933;4295;14;89;28;8149;296;-19;315;24;56;243;33;1481;256;27;68;749;111;672;115;121;432;342;226;1397;1358;1107;632;426;136;835;116;78;0;22;1;10625;39625;3225;28125;136125;13975;4075;63625;40125;12375;76875;107625;625;0;2;1
Mb28;Mb28;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb29;Mb29;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb3;Mb3;sin;Sin_N_Japan;1;384005;14074;4354;97;83;25;8713;27;-58;328;209;-1;209;-12;1408;189;72;34;530;236;530;243;1125;405;385;21;14;1195;26675;6225;50;1675;5975;92;975;0;175;1;1,16667E+14;3,93333E+14;3,63333E+14;2,43333E+14;138;1,22333E+14;9,33333E+14;59;56;1,83333E+14;5,06667E+14;5,63333E+14;0;0;1;1
Mb30;Mb30;sin;Sin_N_Japan;1;36554;138664;4419;92;104;29;8735;269;-84;353;203;-19;203;-19;1341;182;59;42;519;185;519;185;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb31;Mb31;sin;Sin_N_Japan;1;363302;138428;4419;105;109;30;8825;285;-75;36;215;-7;217;-7;1121;157;40;46;437;129;430;129;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb32;Mb32;sin;Sin_N_Japan;1;363302;138428;4419;105;109;30;8825;285;-75;36;215;-7;217;-7;1121;157;40;46;437;129;430;129;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb33;Mb33;sin;Sin_N_Japan;1;363302;138428;4419;105;109;30;8825;285;-75;36;215;-7;217;-7;1121;157;40;46;437;129;430;129;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb337;Mb337;sacc;Sacc_rob;3;343045;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb338;Mb338;sacc;Sacc_rob;3;343057;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb339;Mb339;sacc;Sacc_rob;3;343057;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb34;Mb34;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb340;Mb340;sacc;Sacc_rob;3;343057;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
