UID,Genotype,Location,biol_rep,DW
75529,Mb1069#920,ABR 33 AM rep 3-R5 C8,3,1.202
75530,Mb1076#900,ABR 33 AM rep 3-R27 C10,3,0.064
75531,Mb1078#900,ABR 33 AM rep 3-R11 C3,3,0.929
75536,Mb1145#14,ABR 33 AM rep 3-R5 C5,3,3.116
75537,Mb1150#15,ABR 33 AM rep 3-R37 C13,3,2.155
75538,Mb1151#11,ABR 33 AM rep 3-R19 C5,3,4.459
75539,Mb1153#20,ABR 33 AM rep 3-R1 C14,3,3.229
75540,Mb1154#18,ABR 33 AM rep 3-R2 C2,3,1.152
75543,Mb1164#18,ABR 33 AM rep 3-R27 C11,3,0.919
75544,Mb118,ABR 33 AM rep 3-R31 C1,3,1.104
75546,Mb1183#19,ABR 33 AM rep 3-R10 C13,3,3.936
75547,Mb1185#11,ABR 33 AM rep 3-R18 C13,3,3.85
75548,Mb119,ABR 33 AM rep 3-R16 C12,3,1.138
75549,Mb1190#15,ABR 33 AM rep 3-R34 C12,3,2.975
75550,Mb1194#14,ABR 33 AM rep 3-R20 C13,3,1.133
75551,Mb1196#8,ABR 33 AM rep 3-R5 C9,3,0.682
75552,Mb120,ABR 33 AM rep 3-R15 C10,3,0.775
75553,Mb1201#13,ABR 33 AM rep 3-R13 C8,3,3.111
75554,Mb1205#12,ABR 33 AM rep 3-R10 C2,3,2.71
75555,Mb1206#14,ABR 33 AM rep 3-R4 C7,3,2.157
75556,Mb1207#18,ABR 33 AM rep 3-R7 C9,3,2.682
75560,Mb1220#14,ABR 33 AM rep 3-R2 C5,3,3.137
75561,Mb1222#16,ABR 33 AM rep 3-R24 C12,3,0.563
75562,Mb1224#19,ABR 33 AM rep 3-R13 C3,3,2.311
75563,Mb1227#20,ABR 33 AM rep 3-R33 C8,3,0.11
75565,Mb1231#18,ABR 33 AM rep 3-R1 C1,3,3.338
75566,Mb1235#920,ABR 33 AM rep 3-R5 C10,3,0.691
75568,Mb1240#920,ABR 33 AM rep 3-R1 C8,3,0.105
75569,Mb1255#14,ABR 33 AM rep 3-R35 C8,3,0.487
75570,Mb1261#15,ABR 33 AM rep 3-R17 C3,3,0.83
75571,Mb1265#12,ABR 33 AM rep 3-R10 C8,3,1.751
75572,Mb1272#900,ABR 33 AM rep 3-R14 C1,3,1.017
75574,Mb1275#14,ABR 33 AM rep 3-R17 C13,3,1.864
75575,Mb1276#16,ABR 33 AM rep 3-R36 C13,3,0.814
75576,Mb1280#11,ABR 33 AM rep 3-R6 C8,3,1.033
75577,Mb1282#13,ABR 33 AM rep 3-R8 C1,3,0.837
75578,Mb1285#900,ABR 33 AM rep 3-R15 C12,3,0
75580,Mb1290#12,ABR 33 AM rep 3-R13 C12,3,0.699
75581,Mb1302#11,ABR 33 AM rep 3-R14 C3,3,2.388
75582,Mb1304#11,ABR 33 AM rep 3-R1 C5,3,1.312
75585,Mb1312#13,ABR 33 AM rep 3-R38 C14,3,0.093
75586,Mb1313#900,ABR 33 AM rep 3-R8 C7,3,1.124
75587,Mb1315#11,ABR 33 AM rep 3-R21 C12,3,0.646
75589,Mb1319#900,ABR 33 AM rep 3-R15 C7,3,1.313
75591,Mb1324#11,ABR 33 AM rep 3-R21 C1,3,1.856
75592,Mb1331#14,ABR 33 AM rep 3-R33 C10,3,0.348
75596,Mb1354#900,ABR 33 AM rep 3-R16 C2,3,3.73
75598,Mb1359#900,ABR 33 AM rep 3-R12 C1,3,3.074
75601,Mb1368#12,ABR 33 AM rep 3-R7 C1,3,0.814
75604,Mb1374#11,ABR 33 AM rep 3-R37 C9,3,2.181
75605,Mb1378#13,ABR 33 AM rep 3-R1 C7,3,5.988
75607,Mb1383#900,ABR 33 AM rep 3-R20 C7,3,3.945
75609,Mb1386#15,ABR 33 AM rep 3-R31 C6,3,1.361
75611,Mb1396#13,ABR 33 AM rep 3-R32 C6,3,0.241
75612,Mb1397#11,ABR 33 AM rep 3-R32 C12,3,3.184
75613,Mb1399#15,ABR 33 AM rep 3-R3 C2,3,1.29
75616,Mb1408#15,ABR 33 AM rep 3-R37 C6,3,0.319
75620,Mb1413#13,ABR 33 AM rep 3-R16 C9,3,2.353
75621,Mb1414#11,ABR 33 AM rep 3-R28 C9,3,3.12
75623,Mb1418,ABR 33 AM rep 3-R6 C13,3,1.443
75624,Mb1419,ABR 33 AM rep 3-R21 C11,3,1.488
75625,Mb1420,ABR 33 AM rep 3-R17 C11,3,0.308
75626,Mb1421,ABR 33 AM rep 3-R24 C7,3,1.507
75628,Mb1423,ABR 33 AM rep 3-R17 C10,3,0.555
75629,Mb1424,ABR 33 AM rep 3-R32 C3,3,2.717
75630,Mb1425,ABR 33 AM rep 3-R39 C3,3,2.179
75632,Mb1427,ABR 33 AM rep 3-R21 C8,3,2.849
75633,Mb1428,ABR 33 AM rep 3-R30 C5,3,1.718
75635,Mb1430,ABR 33 AM rep 3-R26 C5,3,0.174
75636,Mb1431,ABR 33 AM rep 3-R11 C12,3,1.105
75637,Mb1432,ABR 33 AM rep 3-R9 C12,3,2.202
75639,Mb1434#920,ABR 33 AM rep 3-R23 C6,3,1.096
75640,Mb1435#920,ABR 33 AM rep 3-R30 C7,3,1.97
75641,Mb1436#920,ABR 33 AM rep 3-R20 C11,3,2.031
75642,Mb1438#920,ABR 33 AM rep 3-R23 C9,3,1.166
75643,Mb1442#920,ABR 33 AM rep 3-R30 C3,3,0.328
75644,Mb1443#920,ABR 33 AM rep 3-R4 C8,3,3.157
75646,Mb1446#920,ABR 33 AM rep 3-R2 C13,3,0.146
75647,Mb1447#920,ABR 33 AM rep 3-R37 C3,3,0.767
75648,Mb1448#920,ABR 33 AM rep 3-R31 C7,3,0.652
75650,Mb145,ABR 33 AM rep 3-R23 C10,3,1.69
75651,Mb1450#920,ABR 33 AM rep 3-R34 C7,3,0.26
75653,Mb1453#920,ABR 33 AM rep 3-R12 C12,3,1.77
75654,Mb1454,ABR 33 AM rep 3-R15 C4,3,0.217
75655,Mb1455#920,ABR 33 AM rep 3-R21 C6,3,1.622
75657,Mb1467,ABR 33 AM rep 3-R10 C11,3,1.199
75658,Mb1469,ABR 33 AM rep 3-R35 C1,3,0.14
75659,Mb1471,ABR 33 AM rep 3-R4 C11,3,1.876
75660,Mb1483#6,ABR 33 AM rep 3-R26 C13,3,1.152
75661,Mb1487#31,ABR 33 AM rep 3-R24 C1,3,2.498
75662,Mb1488#14,ABR 33 AM rep 3-R39 C13,3,1.962
75664,Mb1493#1,ABR 33 AM rep 3-R38 C6,3,0.548
75665,Mb150,ABR 33 AM rep 3-R16 C11,3,0.122
75666,Mb184,ABR 33 AM rep 3-R3 C13,3,3.715
75668,Mb242,ABR 33 AM rep 3-R20 C1,3,1.367
75669,Mb244,ABR 33 AM rep 3-R6 C12,3,1.998
75671,Mb264,ABR 33 AM rep 3-R23 C1,3,0.403
75672,Mb267,ABR 33 AM rep 3-R25 C1,3,1.352
75673,Mb273,ABR 33 AM rep 3-R32 C1,3,0.102
75675,Mb284,ABR 33 AM rep 3-R9 C9,3,0.662
75676,Mb289,ABR 33 AM rep 3-R38 C8,3,0.319
75677,Mb290,ABR 33 AM rep 3-R36 C10,3,2.939
75680,Mb326,ABR 33 AM rep 3-R40 C11,3,0.716
75681,Mb337,ABR 33 AM rep 3-R40 C1,3,0.598
75682,Mb339,ABR 33 AM rep 3-R36 C11,3,0.131
75683,Mb341,ABR 33 AM rep 3-R8 C13,3,0.723
75684,Mb358#2,ABR 33 AM rep 3-R1 C10,3,0.275
75685,Mb429#1,ABR 33 AM rep 3-R38 C2,3,0.291
75686,Mb466#8,ABR 33 AM rep 3-R20 C6,3,0.159
75687,Mb482#11,ABR 33 AM rep 3-R35 C6,3,0.46
75690,Mb526#13,ABR 33 AM rep 3-R13 C10,3,0.503
75695,Mb549#8,ABR 33 AM rep 3-R8 C5,3,0.505
75696,Mb554#1,ABR 33 AM rep 3-R14 C6,3,2.481
75698,Mb577#19,ABR 33 AM rep 3-R27 C13,3,1.396
75699,Mb578#12,ABR 33 AM rep 3-R22 C9,3,2.309
75704,Mb594#11,ABR 33 AM rep 3-R8 C12,3,1.302
75705,Mb599#5,ABR 33 AM rep 3-R21 C7,3,1.629
75710,Mb617#22,ABR 33 AM rep 3-R10 C5,3,1.002
75713,Mb627#232,ABR 33 AM rep 3-R16 C4,3,1.321
75714,Mb629#8,ABR 33 AM rep 3-R10 C10,3,0.296
75717,Mb634#23,ABR 33 AM rep 3-R29 C9,3,1.02
75718,Mb746,ABR 33 AM rep 3-R27 C1,3,1.217
75719,Mb770#18,ABR 33 AM rep 3-R6 C2,3,0.748
75720,Mb775#49,ABR 33 AM rep 3-R36 C7,3,0.254
75721,Mb776#49,ABR 33 AM rep 3-R23 C5,3,0.332
75722,Mb781#15,ABR 33 AM rep 3-R20 C10,3,0.43
75724,Mb797#45,ABR 33 AM rep 3-R22 C5,3,0.373
75725,Mb803#50,ABR 33 AM rep 3-R24 C4,3,0.187
75727,Mb810#11,ABR 33 AM rep 3-R18 C10,3,0.07
75728,Mb812#42,ABR 33 AM rep 3-R28 C4,3,0.877
75729,Mb814#41,ABR 33 AM rep 3-R24 C8,3,1.683
75730,Mb815#47,ABR 33 AM rep 3-R22 C6,3,1.291
75731,Mb816,ABR 33 AM rep 3-R32 C13,3,0.408
75733,Mb819#19,ABR 33 AM rep 3-R11 C2,3,0.651
75734,Mb868,ABR 33 AM rep 3-R8 C9,3,1.324
75736,Mb888#47,ABR 33 AM rep 3-R22 C4,3,0.213
75738,Mb901,ABR 33 AM rep 3-R29 C1,3,1.278
75739,Mb909#41,ABR 33 AM rep 3-R19 C4,3,0.929
75740,Mb913#17,ABR 33 AM rep 3-R20 C8,3,1.184
75741,Mb923,ABR 33 AM rep 3-R14 C13,3,0.329
75742,Mb928#18,ABR 33 AM rep 3-R19 C1,3,3.806
75743,Mb930,ABR 33 AM rep 3-R33 C6,3,1.928
75744,Mb931#12,ABR 33 AM rep 3-R36 C8,3,1.126
75745,Mb933#11,ABR 33 AM rep 3-R24 C10,3,1.627
75747,Mb938,ABR 33 AM rep 3-R3 C9,3,1.054
75748,Mb939#42,ABR 33 AM rep 3-R11 C11,3,1.15
75750,Mb945,ABR 33 AM rep 3-R22 C11,3,1.179
75751,Mb950#47,ABR 33 AM rep 3-R3 C11,3,0.507
75752,Mb967#18,ABR 33 AM rep 3-R20 C5,3,0.375
75753,Mb974#19,ABR 33 AM rep 3-R17 C12,3,2.529
75754,Mb99,ABR 33 AM rep 3-R34 C8,3,0.819
75755,Mx1548#12,ABR 33 AM rep 3-R17 C5,3,1.444
75756,Mx1776#15,ABR 33 AM rep 3-R37 C10,3,0.829
75758,Mx1793#13,ABR 33 AM rep 3-R34 C9,3,3.699
75759,Mx1796#21,ABR 33 AM rep 3-R13 C11,3,1.061
75761,Mx1831#14,ABR 33 AM rep 3-R11 C5,3,1.5
75762,Mx1903#12,ABR 33 AM rep 3-R3 C4,3,1.788
75763,Mx1907#12,ABR 33 AM rep 3-R15 C6,3,1.989
75764,Mx1920#14,ABR 33 AM rep 3-R18 C7,3,0.612
75765,Mx1929#13,ABR 33 AM rep 3-R13 C5,3,1.742
75766,Mx1968#15,ABR 33 AM rep 3-R13 C4,3,0.111
75767,Mx2141#2,ABR 33 AM rep 3-R37 C2,3,0.813
75768,Mx2142#2,ABR 33 AM rep 3-R28 C8,3,1.384
75769,Mx2340#2,ABR 33 AM rep 3-R40 C2,3,0.671
75770,Mx2349#4,ABR 33 AM rep 3-R37 C11,3,0.05
75771,Mx2350#3,ABR 33 AM rep 3-R1 C3,3,1.31
75772,Mx2351#3,ABR 33 AM rep 3-R40 C10,3,0.287
75773,Mx2353#3,ABR 33 AM rep 3-R8 C3,3,0.696
75774,Mx2354#2,ABR 33 AM rep 3-R40 C9,3,0.317
75776,Mx2362#3,ABR 33 AM rep 3-R23 C7,3,1.666
75777,Mx2377#3,ABR 33 AM rep 3-R30 C8,3,4.327
75778,Mx2378#2,ABR 33 AM rep 3-R19 C2,3,1.22
75779,Mx2390#2,ABR 33 AM rep 3-R39 C14,3,3.889
75781,Mx2394#1,ABR 33 AM rep 3-R38 C10,3,0.799
75783,Mx2398#5,ABR 33 AM rep 3-R16 C13,3,3.821
75784,Mx2427#2,ABR 33 AM rep 3-R7 C2,3,0.989
75785,Mx2428#2,ABR 33 AM rep 3-R30 C6,3,2.854
75786,Mx2429#1,ABR 33 AM rep 3-R10 C1,3,2.036
75787,Mx2432#3,ABR 33 AM rep 3-R28 C6,3,0.084
75790,Mx2445#2,ABR 33 AM rep 3-R19 C9,3,0
75791,Mx2448#2,ABR 33 AM rep 3-R23 C2,3,0.704
75793,Mx2466#1,ABR 33 AM rep 3-R35 C11,3,0.521
75794,Mx2469#5,ABR 33 AM rep 3-R40 C13,3,1.067
75796,Mx2474#4,ABR 33 AM rep 3-R28 C12,3,0.314
75797,Mx2480#2,ABR 33 AM rep 3-R22 C7,3,2.028
75798,Mx2752#3,ABR 33 AM rep 3-R23 C4,3,5.829
75800,Mx2762#3,ABR 33 AM rep 3-R14 C8,3,0.392
75801,Mx2765#5,ABR 33 AM rep 3-R15 C9,3,0
75802,Mx2773#1,ABR 33 AM rep 3-R16 C8,3,3.506
75804,Mx2781#5,ABR 33 AM rep 3-R21 C5,3,4.653
75805,Mx2782#5,ABR 33 AM rep 3-R22 C8,3,1.856
75806,Mx2785#3,ABR 33 AM rep 3-R18 C8,3,2.525
75807,Mx2824#1,ABR 33 AM rep 3-R3 C8,3,1.069
75808,Mx2869#1,ABR 33 AM rep 3-R17 C7,3,0.548
75809,Mx2881#1,ABR 33 AM rep 3-R23 C11,3,5.017
75810,Mx2919#2,ABR 33 AM rep 3-R30 C4,3,2.462
75812,Mx2921#2,ABR 33 AM rep 3-R23 C8,3,1.215
75813,Mx2922#2,ABR 33 AM rep 3-R34 C4,3,0.319
75816,Mx2926#1,ABR 33 AM rep 3-R2 C12,3,0.964
75817,Mx2927#3,ABR 33 AM rep 3-R37 C4,3,1.595
75818,Mx2933#2,ABR 33 AM rep 3-R18 C9,3,3.835
75902,Mb121,ABR 33 AM rep 1-R37 C14,3,0.519
75903,Mb121,ABR 33 AM rep 2-R24 C15,3,1.665
75904,Mb121,ABR 33 AM rep 3-R37 C14,3,0.62
76073,Mx2397#1,ABR 33 AM rep 3-R33 C11,3,0.116
76075,Mb1441#920,ABR 33 AM rep 3-R31 C5,3,1.646
76076,Mb1215#13,ABR 33 AM rep 3-R40 C8,3,0.97
76077,Mb107,ABR 33 AM rep 3-R19 C12,3,0.5
76078,Mb131,ABR 33 AM rep 3-R22 C14,3,0.089
76079,Mb508,ABR 33 AM rep 1-R24 C8,1,0.176
76080,Mb702#18,ABR 33 AM Rep 1-R16 C3,1,0.619
76081,Mb432#1,ABR 33 AM rep 1-R30 C16,1,0.883
76082,Mb505#1,ABR 33 AM rep 1-R27 C16,1,2.206
76083,Mb74,ABR 33 AM rep 1-R21 C15,1,0.643
76084,Mb502#1,ABR 33 AM rep 1-R33 C18,1,1.207
76086,Mb1043#32,ABR 33 AM rep 1-R12 C12,1,0.281
76087,Mb498#1,ABR 33 AM rep 1-R26 C3,1,0.624
76088,Mb1042#35,ABR 33 AM rep 1-R35 C10,1,0.023
76089,Mb1353#14,ABR 33 AM rep 1-R24 C17,1,6.638
76090,Mb146,ABR 33 AM rep 1-R28 C13,1,0.29
76091,Mb63,ABR 33 AM rep 1-R28 C15,1,0
76092,Mb53,ABR 33 AM rep 1-R18 C10,1,0.556
76093,Mx1519#3,ABR 33 AM rep 1-R32 C5,1,1.128
76094,Mb1052#32,ABR 33 AM rep 1-R39 C15,1,0.844
76095,Mb1142#12,ABR 33 AM rep 1-R10 C11,1,0.815
76096,Mb311,ABR 33 AM rep 1-R1 C9,1,1.981
76097,Mb128,ABR 33 AM rep 1-R31 C9,1,0
76098,Mb313,ABR 33 AM rep 1-R36 C12,1,0.804
76100,Mb1056#31,ABR 33 AM rep 1-R10 C5,1,0.011
76101,Mx2064#1,ABR 33 AM rep 1-R13 C7,1,0.669
76102,Mb29,ABR 33 AM rep 1-R3 C17,1,0.197
76103,Mb25,ABR 33 AM rep 1-R19 C6,1,0.101
76104,Mb255,ABR 33 AM rep 1-R8 C18,1,0
76105,Mx1908#1,ABR 33 AM rep 1-R33 C2,1,0.91
76106,Mb165,ABR 33 AM rep 1-R21 C13,1,1.171
76107,Mb12,ABR 33 AM rep 1-R31 C10,1,0.753
76108,Mb198,ABR 33 AM rep 1-R35 C8,1,0.69
76109,Mb175,ABR 33 AM rep 1-R4 C14,1,1.63
76110,Mb104,ABR 33 AM rep 1-R39 C4,1,1.852
76111,Mb211,ABR 33 AM rep 1-R40 C6,1,0.516
76112,Mb105,ABR 33 AM rep 1-R34 C15,1,1.072
76113,Mb168,ABR 33 AM rep 1-R25 C5,1,1.287
76114,Mb495#1,ABR 33 AM rep 1-R4 C18,1,1.243
76116,Mb9,ABR 33 AM rep 1-R1 C18,1,0.551
76117,Mb162,ABR 33 AM rep 1-R20 C16,1,0.307
76118,Mb125,ABR 33 AM rep 1-R32 C9,1,1.053
76119,Mb1144#31,ABR 33 AM rep 1-R35 C2,1,0.419
76120,Mx1902#1,ABR 33 AM rep 1-R6 C10,1,0.507
76121,Mb102,ABR 33 AM rep 1-R23 C10,1,0.465
76122,Mb18,ABR 33 AM rep 1-R38 C15,1,1.556
76124,Mb228,ABR 33 AM rep 1-R20 C11,1,0.552
76126,Mb83,ABR 33 AM rep 1-R25 C13,1,0.14
76127,Mb1254#15,ABR 33 AM rep 1-R3 C16,1,0.558
76129,Mb174,ABR 33 AM rep 1-R21 C14,1,0.477
76130,Mb89,ABR 33 AM rep 1-R27 C17,1,0.463
76131,Mb1146#2,ABR 33 AM rep 1-R2 C1,1,0.433
76132,Mb312,ABR 33 AM rep 1-R28 C12,1,1.079
76133,Mb309,ABR 33 AM rep 1-R17 C18,1,1.041
76134,Mb192,ABR 33 AM rep 1-R33 C14,1,0.639
76135,Mb67,ABR 33 AM rep 1-R35 C6,1,0.261
76136,Mb213,ABR 33 AM rep 1-R16 C18,1,0.471
76137,Mb166,ABR 33 AM rep 1-R10 C2,1,1.794
76139,Mb1215#13,ABR 33 AM rep 1-R35 C16,1,0
76140,Mb1299#12,ABR 33 AM rep 1-R22 C11,1,0
76142,Mb1321#14,ABR 33 AM rep 1-R38 C18,1,0.31
76143,Mb1369#900,ABR 33 AM rep 1-R4 C2,1,1.319
76144,Mb1492#1,ABR 33 AM rep 1-R34 C7,1,0
76145,Mb238,ABR 33 AM rep 1-R16 C9,1,0.06
76147,Mb892#44,ABR 33 AM rep 1-R10 C8,1,1.23
76149,Mb1078#900,ABR 33 AM rep 1-R23 C6,1,1.04
76152,Mb1374#11,ABR 33 AM rep 1-R17 C17,1,1.933
76153,Mb746,ABR 33 AM rep 1-R40 C1,1,0
76154,Mx1548#12,ABR 33 AM rep 1-R23 C1,1,0.31
76156,Mb349,ABR 33 AM rep 2-R11 C4,2,0.545
76158,Mb425#1,ABR 33 AM rep 2-R27 C6,2,0.146
76159,Mb410,ABR 33 AM rep 2-R17 C3,2,1.726
76160,Mb411,ABR 33 AM rep 2-R19 C10,2,1.43
76161,Mb1094#900,ABR 33 AM rep 2-R35 C5,2,0
76162,Mb397,ABR 33 AM rep 2-R19 C7,2,0.307
76163,Mb403#1,ABR 33 AM rep 2-R13 C10,2,4.106
76168,Mb178,ABR 33 AM rep 2-R23 C10,2,0.364
76169,Mb383#1,ABR 33 AM rep 2-R31 C3,2,0.538
76170,Mb77,ABR 33 AM rep 2-R31 C7,2,0
76172,Mb347,ABR 33 AM rep 2-R36 C1,2,0.245
76173,Mb149,ABR 33 AM rep 2-R13 C17,2,0.052
76174,Mb260,ABR 33 AM rep 2-R26 C7,2,2.076
76175,Mb75,ABR 33 AM rep 2-R31 C10,2,0.455
76176,Mb1244#13,ABR 33 AM rep 2-R29 C13,2,0.74
76177,Mb185,ABR 33 AM rep 2-R8 C9,2,0.48
76178,Mx1901#1,ABR 33 AM rep 2-R17 C12,2,0.29
76179,Mb1263#5,ABR 33 AM rep 2-R13 C7,2,0.066
76181,Mb17,ABR 33 AM rep 2-R30 C7,2,0.355
76182,Mb249,ABR 33 AM rep 2-R12 C14,2,0.813
76184,Mb293,ABR 33 AM rep 2-R28 C3,2,0
76185,Mb1253#7,ABR 33 AM rep 2-R3 C11,2,0.45
76187,Mb167,ABR 33 AM rep 2-R17 C11,2,0.623
76188,Mb259,ABR 33 AM rep 2-R17 C5,2,0.571
76189,Mb1350#3,ABR 33 AM rep 2-R38 C8,2,1.019
76190,Mb1192#33,ABR 33 AM rep 2-R22 C6,2,0.892
76191,Mb94,ABR 33 AM rep 2-R34 C10,2,0
76194,Mb171,ABR 33 AM rep 2-R17 C13,2,0.26
76195,Mb133,ABR 33 AM rep 2-R21 C2,2,0.471
76196,Mb97,ABR 33 AM rep 2-R35 C18,2,0.062
76198,Mb13,ABR 33 AM rep 2-R17 C17,2,0.311
76199,Mb126,ABR 33 AM rep 2-R25 C3,2,0.41
76200,Mx2056#1,ABR 33 AM rep 2-R40 C13,2,0.223
76201,Mx1886#9,ABR 33 AM rep 2-R28 C4,2,1.331
76202,Mb20,ABR 33 AM rep 2-R36 C10,2,1.095
76206,Mb181,ABR 33 AM rep 2-R25 C14,2,1.283
76207,Mb222,ABR 33 AM rep 2-R28 C18,2,0.456
76209,Mb1243#14,ABR 33 AM rep 2-R28 C5,2,0.658
76210,Mb295,ABR 33 AM rep 2-R38 C13,2,1.2
76211,Mb4,ABR 33 AM rep 2-R23 C8,2,0.109
76212,Mb100,ABR 33 AM rep 2-R37 C6,2,1.131
76213,Mb130,ABR 33 AM rep 2-R40 C6,2,0
76214,Mb106,ABR 33 AM rep 2-R28 C14,2,0.713
76215,Mb206,ABR 33 AM rep 2-R25 C12,2,0.28
76216,Mb1130#51,ABR 33 AM rep 2-R25 C10,2,2.82
76217,Mb170,ABR 33 AM rep 2-R21 C10,2,2.021
76220,Mb314,ABR 33 AM rep 2-R36 C12,2,0.268
76221,Mb147,ABR 33 AM rep 2-R40 C14,2,0.725
76222,Mb914#13,ABR 33 AM rep 2-R7 C10,2,0.583
76223,Mb10,ABR 33 AM rep 2-R20 C17,2,0.253
76225,Mb27,ABR 33 AM rep 2-R6 C18,2,0
76226,Mb1,ABR 33 AM rep 2-R10 C10,2,2.843
76227,Mb129,ABR 33 AM rep 2-R15 C1,2,0.438
76228,Mb159,ABR 33 AM rep 2-R30 C9,2,0.706
76229,Mb1376#1,ABR 33 AM rep 2-R38 C18,2,0.61
76230,Mb393#1,ABR 33 AM rep 2-R38 C10,2,0.306
76231,Mb228,ABR 33 AM rep 2-R23 C16,2,0.569
76233,Mb83,ABR 33 AM rep 2-R37 C12,2,0.154
76234,Mb1254#15,ABR 33 AM rep 2-R36 C8,2,0.668
76235,Mb207,ABR 33 AM rep 2-R39 C9,2,0.448
76236,Mb174,ABR 33 AM rep 2-R36 C16,2,0.121
76237,Mb89,ABR 33 AM rep 2-R29 C12,2,0.471
76238,Mb1146#2,ABR 33 AM rep 2-R39 C5,2,0.269
76239,Mb312,ABR 33 AM rep 2-R14 C4,2,0.866
76240,Mb309,ABR 33 AM rep 2-R27 C18,2,1.796
76241,Mb192,ABR 33 AM rep 2-R33 C18,2,0.433
76242,Mb67,ABR 33 AM rep 2-R17 C6,2,0.398
76243,Mb213,ABR 33 AM rep 2-R36 C17,2,0.128
76244,Mb166,ABR 33 AM rep 2-R39 C13,2,0.224
76245,Mb31,ABR 33 AM rep 2-R33 C17,2,0.334
76248,Mx2433#2,ABR 33 AM rep 2-R25 C5,2,2.811
76249,Mb1078#900,ABR 33 AM rep 2-R24 C18,2,0.34
76252,Mb1374#11,ABR 33 AM rep 2-R21 C8,2,0.07
76253,Mb746,ABR 33 AM rep 2-R20 C12,2,0.203
76255,Mb498#1,ABR 33 AM rep 3-R1 C18,3,0.017
76256,Mb147,ABR 33 AM rep 3-R2 C17,3,1.632
76257,Mb432#1,ABR 33 AM rep 3-R2 C15,3,0.438
76258,Mb25,ABR 33 AM rep 3-R2 C8,3,0.174
76260,Mb20,ABR 33 AM rep 3-R3 C1,3,0.411
76261,Mb47,ABR 33 AM rep 3-R4 C2,3,0.429
76262,Mb502#1,ABR 33 AM rep 3-R4 C14,3,0.069
76263,Mb10,ABR 33 AM rep 3-R5 C1,3,0.9
76264,Mb146,ABR 33 AM rep 3-R5 C2,3,0.339
76265,Mb13,ABR 33 AM rep 3-R6 C4,3,1.624
76268,Mb238,ABR 33 AM rep 3-R7 C11,3,0.184
76272,Mb505#1,ABR 33 AM rep 3-R10 C9,3,0.292
76273,Mb1042#35,ABR 33 AM rep 3-R10 C12,3,0.069
76274,Mb349,ABR 33 AM rep 3-R11 C13,3,0.097
76275,Mb102,ABR 33 AM rep 3-R11 C7,3,0.415
76276,Mx1886#9,ABR 33 AM rep 3-R12 C8,3,0.106
76278,Mb53,ABR 33 AM rep 3-R12 C2,3,1.144
76279,Mb162,ABR 33 AM rep 3-R12 C4,3,1.443
76280,Mb165,ABR 33 AM rep 3-R13 C2,3,0.766
76281,Mb1192#33,ABR 33 AM rep 3-R14 C15,3,0.261
76282,Mb74,ABR 33 AM rep 3-R14 C5,3,0.056
76283,Mb1,ABR 33 AM rep 3-R15 C1,3,0
76284,Mb508,ABR 33 AM rep 3-R15 C11,3,0.074
76285,Mb57,ABR 33 AM rep 3-R15 C5,3,0.142
76286,Mb75,ABR 33 AM rep 3-R16 C16,3,0.281
76287,Mb126,ABR 33 AM rep 3-R16 C14,3,0.347
76288,Mb128,ABR 33 AM rep 3-R16 C5,3,1.336
76289,Mb109,ABR 33 AM rep 3-R17 C6,3,1.545
76290,Mb29,ABR 33 AM rep 3-R17 C1,3,0.512
76291,Mb378#1,ABR 33 AM rep 3-R18 C2,3,0.024
76293,Mb100,ABR 33 AM rep 3-R18 C3,3,1.285
76295,Mb1142#12,ABR 33 AM rep 3-R19 C7,3,0.611
76296,Mb260,ABR 33 AM rep 3-R20 C14,3,1.126
76298,Mb106,ABR 33 AM rep 3-R21 C10,3,0.347
76299,Mb170,ABR 33 AM rep 3-R21 C2,3,0.612
76300,Mb12,ABR 33 AM rep 3-R21 C18,3,0.198
76301,Mb495#1,ABR 33 AM rep 3-R21 C15,3,0.827
76304,Mx1901#1,ABR 33 AM rep 3-R23 C14,3,0.39
76306,Mx2433#2,ABR 33 AM rep 3-R23 C15,3,1.16
76307,Mb178,ABR 33 AM rep 3-R24 C17,3,0.242
76308,Mb425#1,ABR 33 AM rep 3-R25 C15,3,0.122
76309,Mb415#1,ABR 33 AM rep 3-R25 C12,3,0.092
76310,Mb347,ABR 33 AM rep 3-R25 C13,3,0.148
76313,Mb383#1,ABR 33 AM rep 3-R26 C9,3,0.293
76314,Mb181,ABR 33 AM rep 3-R26 C14,3,0.021
76315,Mb1353#14,ABR 33 AM rep 3-R26 C10,3,0.34
76317,Mx2056#1,ABR 33 AM rep 3-R27 C7,3,0.402
76318,Mb702#18,ABR 33 AM rep 3-R27 C4,3,0.044
76319,Mb149,ABR 33 AM rep 3-R28 C7,3,1.372
76321,Mb410,ABR 33 AM rep 3-R29 C13,3,0.193
76322,Mb249,ABR 33 AM rep 3-R29 C7,3,1.786
76323,Mb94,ABR 33 AM rep 3-R29 C15,3,0.063
76324,Mx2430#3,ABR 33 AM rep 3-R29 C10,3,0.042
76325,Mb1130#51,ABR 33 AM rep 3-R29 C16,3,0.886
76326,Mb1052#32,ABR 33 AM rep 3-R29 C12,3,0.333
76327,Mb403#1,ABR 33 AM rep 3-R30 C9,3,0.792
76329,Mb313,ABR 33 AM rep 3-R30 C16,3,0.313
