UID,Genotype,Location,biol_rep,DW
63015,Mb514,ABR 33 AM rep 1-R5 C1,1,1.52
63016,Mx2446#1,ABR 33 AM rep 1-R6 C1,1,2.972
63017,Mb504,ABR 33 AM rep 1-R7 C1,1,2.459
63018,Mb427#1,ABR 33 AM rep 1-R8 C1,1,0.782
63020,Mb1041#17,ABR 33 AM rep 1-R10 C1,1,1.43
63023,Mx2470#5,ABR 33 AM rep 1-R13 C1,1,3.279
63024,Mb360,ABR 33 AM rep 1-R14 C1,1,1.166
63025,Mb349,ABR 33 AM rep 1-R15 C1,1,1.586
63026,Mx1781#11,ABR 33 AM rep 1-R16 C1,1,4.734
63028,Mx2402#2,ABR 33 AM rep 1-R18 C1,1,1.697
63030,Mb378#1,ABR 33 AM rep 1-R20 C1,1,1.329
63031,Mb425#1,ABR 33 AM rep 1-R21 C1,1,1.433
63032,Mb512#1,ABR 33 AM rep 1-R22 C1,1,2.221
63034,Mb431#1,ABR 33 AM rep 1-R24 C1,1,0.358
63035,Mb410,ABR 33 AM rep 1-R25 C1,1,1.59
63036,Mb1270#15,ABR 33 AM rep 1-R26 C1,1,0
63037,Mb411,ABR 33 AM rep 1-R27 C1,1,1.67
63038,Mb1191#90,ABR 33 AM rep 1-R28 C1,1,0
63039,Mb1094#900,ABR 33 AM rep 1-R29 C1,1,0
63042,Mb781#15,ABR 33 AM rep 1-R32 C1,1,1.082
63057,Mb497#1,ABR 33 AM rep 1-R34 C2,1,2.286
63059,Mb494#1,ABR 33 AM rep 1-R32 C2,1,0.837
63060,Mb177,ABR 33 AM rep 1-R31 C2,1,2.092
63062,Mb433#1,ABR 33 AM rep 1-R29 C2,1,0
63063,Mb500#1,ABR 33 AM rep 1-R28 C2,1,0
63065,Mb491#1,ABR 33 AM rep 1-R26 C2,1,1.23
63073,Mb397,ABR 33 AM rep 1-R18 C2,1,1.233
63074,Mb403#1,ABR 33 AM rep 1-R17 C2,1,1.255
63075,Mb51,ABR 33 AM rep 1-R16 C2,1,0.581
63076,Mb415#1,ABR 33 AM rep 1-R15 C2,1,1.054
63077,Mb1301#15,ABR 33 AM rep 1-R14 C2,1,1.838
63080,Mb368#1,ABR 33 AM rep 1-R11 C2,1,1.003
63082,Mb435#1,ABR 33 AM rep 1-R9 C2,1,1.257
63083,Mb346,ABR 33 AM rep 1-R8 C2,1,2.132
63085,Mb404,ABR 33 AM rep 1-R6 C2,1,1.219
63088,Mb414#1,ABR 33 AM rep 1-R3 C2,1,1.838
63093,Mb486,ABR 33 AM rep 1-R3 C3,1,0.35
63094,Mb72,ABR 33 AM rep 1-R4 C3,1,1.163
63096,Mb1361#900,ABR 33 AM rep 1-R6 C3,1,2.675
63097,Mb965#15,ABR 33 AM rep 1-R7 C3,1,1.675
63098,Mb499,ABR 33 AM rep 1-R8 C3,1,1.907
63099,Mb237,ABR 33 AM rep 1-R9 C3,1,0.478
63100,Mb1039#900,ABR 33 AM rep 1-R10 C3,1,1.305
63101,Mb1053#19,ABR 33 AM rep 1-R11 C3,1,1.738
63102,Mx1933#11,ABR 33 AM rep 1-R12 C3,1,2.843
63103,Mb178,ABR 33 AM rep 1-R13 C3,1,1.368
63105,Mb485#1,ABR 33 AM rep 1-R15 C3,1,2.194
63107,Mb489#1,ABR 33 AM rep 1-R17 C3,1,1.302
63110,Mb492,ABR 33 AM rep 1-R20 C3,1,1.048
63111,Mb511#1,ABR 33 AM rep 1-R21 C3,1,1.353
63113,Mb516,ABR 33 AM rep 1-R23 C3,1,1.553
63114,Mb714#18,ABR 33 AM rep 1-R24 C3,1,1.181
63115,Mb1304#11,ABR 33 AM rep 1-R25 C3,1,1.23
63118,Mb1140#12,ABR 33 AM rep 1-R28 C3,1,0.571
63119,Mx1782#13,ABR 33 AM rep 1-R29 C3,1,0.187
63121,Mb1137#31,ABR 33 AM rep 1-R31 C3,1,0
63123,Mb383#1,ABR 33 AM rep 1-R33 C3,1,1.44
63124,Mb388#1,ABR 33 AM rep 1-R34 C3,1,1.149
63126,Mb450,ABR 33 AM rep 1-R36 C3,1,1.752
63129,Mx1956#15,ABR 33 AM rep 1-R39 C3,1,2.723
63130,Mx1957#12,ABR 33 AM rep 1-R40 C3,1,1.737
63135,Mx2429#1,ABR 33 AM rep 1-R36 C4,1,0.552
63139,Mb969#18,ABR 33 AM rep 1-R32 C4,1,1.733
63140,Mx2353#3,ABR 33 AM rep 1-R31 C4,1,2.366
63144,Mb430#1,ABR 33 AM rep 1-R27 C4,1,1.092
63145,Mb761#15,ABR 33 AM rep 1-R26 C4,1,0.849
63146,Mb412#1,ABR 33 AM rep 1-R25 C4,1,0.11
63147,Mb77,ABR 33 AM rep 1-R24 C4,1,0.836
63148,Mx576#15,ABR 33 AM rep 1-R23 C4,1,1.209
63149,Mb407#1,ABR 33 AM rep 1-R22 C4,1,1.514
63150,Mb1147#12,ABR 33 AM rep 1-R21 C4,1,2.609
63153,Mb509,ABR 33 AM rep 1-R18 C4,1,1.486
63155,Mx2355#4,ABR 33 AM rep 1-R16 C4,1,1.474
63156,Mb340,ABR 33 AM rep 1-R15 C4,1,1.616
63157,Mb422#1,ABR 33 AM rep 1-R14 C4,1,1.303
63158,Mb488#15,ABR 33 AM rep 1-R13 C4,1,2.534
63159,Mb408#1,ABR 33 AM rep 1-R12 C4,1,1.483
63161,Mx2343#2,ABR 33 AM rep 1-R10 C4,1,1.251
63162,Mb361,ABR 33 AM rep 1-R9 C4,1,1.646
63166,Mb347,ABR 33 AM rep 1-R5 C4,1,1.466
63167,Mb434#1,ABR 33 AM rep 1-R4 C4,1,2.175
63168,Mb399,ABR 33 AM rep 1-R3 C4,1,1.368
63170,Mb426#1,ABR 33 AM rep 1-R1 C4,1,1.174
63171,Mb149,ABR 33 AM rep 1-R1 C5,1,4.354
63173,Mb254,ABR 33 AM rep 1-R3 C5,1,1.688
63177,Mb1086#54,ABR 33 AM rep 1-R7 C5,1,4.52
63181,Mb260,ABR 33 AM rep 1-R11 C5,1,3.626
63184,Mb220,ABR 33 AM rep 1-R14 C5,1,2.041
63185,Mb75,ABR 33 AM rep 1-R15 C5,1,0.327
63186,Mb1244#13,ABR 33 AM rep 1-R16 C5,1,1.369
63187,Mb1397#11,ABR 33 AM rep 1-R17 C5,1,1.312
63188,Mb123,ABR 33 AM rep 1-R18 C5,1,0.252
63189,Mx2375#4,ABR 33 AM rep 1-R19 C5,1,3.163
63190,Mb307,ABR 33 AM rep 1-R20 C5,1,5.716
63193,Mb180,ABR 33 AM rep 1-R23 C5,1,2.532
63194,Mb510,ABR 33 AM rep 1-R24 C5,1,0.553
63196,Mb144,ABR 33 AM rep 1-R26 C5,1,2.087
63199,Mx1979#1,ABR 33 AM rep 1-R29 C5,1,0.246
63201,Mb386#1,ABR 33 AM rep 1-R31 C5,1,0.737
63203,Mb490#10,ABR 33 AM rep 1-R33 C5,1,0.696
63205,Mb518#1,ABR 33 AM rep 1-R35 C5,1,2.572
63210,Mb487,ABR 33 AM rep 1-R40 C5,1,2.377
63215,Mb1206#14,ABR 33 AM rep 1-R36 C6,1,1.325
63220,Mb55,ABR 33 AM rep 1-R31 C6,1,2.064
63222,Mb202,ABR 33 AM rep 1-R29 C6,1,2.683
63224,Mb1116#31,ABR 33 AM rep 1-R27 C6,1,0.86
63225,Mb137,ABR 33 AM rep 1-R26 C6,1,2.462
63226,Mb931#12,ABR 33 AM rep 1-R25 C6,1,3.825
63227,Mb185,ABR 33 AM rep 1-R24 C6,1,1.739
63230,Mb195,ABR 33 AM rep 1-R21 C6,1,2.091
63233,Mb1125#53,ABR 33 AM rep 1-R18 C6,1,5.911
63234,Mb910#11,ABR 33 AM rep 1-R17 C6,1,3.523
63235,Mb59,ABR 33 AM rep 1-R16 C6,1,0.758
63236,Mb103,ABR 33 AM rep 1-R15 C6,1,2.277
63238,Mx1903#12,ABR 33 AM rep 1-R13 C6,1,2.098
63239,Mx1989#1,ABR 33 AM rep 1-R12 C6,1,1.781
63241,Mb903#11,ABR 33 AM rep 1-R10 C6,1,2.693
63244,Mb176,ABR 33 AM rep 1-R7 C6,1,1.913
63245,Mb135,ABR 33 AM rep 1-R6 C6,1,2.917
63247,Mb1483#6,ABR 33 AM rep 1-R4 C6,1,2.645
63249,Mx1901#1,ABR 33 AM rep 1-R2 C6,1,2.254
63252,Mb191,ABR 33 AM rep 1-R2 C7,1,2.593
63255,Mb1263#5,ABR 33 AM rep 1-R5 C7,1,1.81
63257,Mx2342#2,ABR 33 AM rep 1-R7 C7,1,1.073
63258,Mb205,ABR 33 AM rep 1-R8 C7,1,0.932
63259,Mb7,ABR 33 AM rep 1-R9 C7,1,3.219
63266,Mb17,ABR 33 AM rep 1-R16 C7,1,1.32
63270,Mx1774#3,ABR 33 AM rep 1-R20 C7,1,1.572
63272,Mb199,ABR 33 AM rep 1-R22 C7,1,1.14
63275,Mx1985#1,ABR 33 AM rep 1-R25 C7,1,0.531
63276,Mb142,ABR 33 AM rep 1-R26 C7,1,1.378
63277,Mb250,ABR 33 AM rep 1-R27 C7,1,3.348
63278,Mb249,ABR 33 AM rep 1-R28 C7,1,2.52
63281,Mb232,ABR 33 AM rep 1-R31 C7,1,1.486
63285,Mx1932#13,ABR 33 AM rep 1-R35 C7,1,2.028
63287,Mb161,ABR 33 AM rep 1-R37 C7,1,1.054
63293,Mx1909#900,ABR 33 AM rep 1-R38 C8,1,0.854
63294,Mb1468,ABR 33 AM rep 1-R37 C8,1,5.143
63295,Mb1282#13,ABR 33 AM rep 1-R36 C8,1,0.238
63298,Mx2347#2,ABR 33 AM rep 1-R33 C8,1,2.014
63300,Mx1960#1,ABR 33 AM rep 1-R31 C8,1,2.115
63301,Mx2466#1,ABR 33 AM rep 1-R30 C8,1,1.937
63306,Mb960#20,ABR 33 AM rep 1-R25 C8,1,1.627
63308,Mx1972#1,ABR 33 AM rep 1-R23 C8,1,0.876
63310,Mb1408#15,ABR 33 AM rep 1-R21 C8,1,1.049
63313,Mx1959#14,ABR 33 AM rep 1-R18 C8,1,0.768
63314,Mb293,ABR 33 AM rep 1-R17 C8,1,1.017
63316,Mb1406#1,ABR 33 AM rep 1-R15 C8,1,0
63320,Mb913#17,ABR 33 AM rep 1-R11 C8,1,2.739
63322,Mb1253#7,ABR 33 AM rep 1-R9 C8,1,0.807
63325,Mx713#16,ABR 33 AM rep 1-R6 C8,1,1.243
63330,Mb301,ABR 33 AM rep 1-R1 C8,1,0.322
63332,Mb108,ABR 33 AM rep 1-R2 C9,1,3.073
63333,Mb79,ABR 33 AM rep 1-R3 C9,1,0.373
63334,Mb167,ABR 33 AM rep 1-R4 C9,1,1.994
63335,Mb219,ABR 33 AM rep 1-R5 C9,1,1.706
63336,Mb1189#900,ABR 33 AM rep 1-R6 C9,1,0.808
63338,Mb259,ABR 33 AM rep 1-R8 C9,1,2.108
63340,Mb113,ABR 33 AM rep 1-R10 C9,1,2.389
63341,Mb256,ABR 33 AM rep 1-R11 C9,1,1.29
63342,Mb454,ABR 33 AM rep 1-R12 C9,1,1.054
63349,Mx2463#3,ABR 33 AM rep 1-R19 C9,1,0.829
63352,Mx2348#2,ABR 33 AM rep 1-R22 C9,1,1.151
63353,Mb193,ABR 33 AM rep 1-R23 C9,1,2.914
63355,Mx1785#1,ABR 33 AM rep 1-R25 C9,1,0.999
63363,Mb85,ABR 33 AM rep 1-R33 C9,1,0.649
63364,Mx1912#2,ABR 33 AM rep 1-R34 C9,1,0.77
63365,Mb1350#3,ABR 33 AM rep 1-R35 C9,1,1.607
63367,Mx2398#5,ABR 33 AM rep 1-R37 C9,1,3.609
63368,Mb221,ABR 33 AM rep 1-R38 C9,1,0
63369,Mb956#19,ABR 33 AM rep 1-R39 C9,1,2.503
63372,Mb1132#52,ABR 33 AM rep 1-R39 C10,1,1.183
63373,Mb904#20,ABR 33 AM rep 1-R38 C10,1,1.79
63374,Mb1239#11,ABR 33 AM rep 1-R37 C10,1,3.138
63375,Mb44,ABR 33 AM rep 1-R36 C10,1,2.344
63377,Mb1151#11,ABR 33 AM rep 1-R34 C10,1,5.245
63379,Mx2141#2,ABR 33 AM rep 1-R32 C10,1,1.713
63381,Mb1152#53,ABR 33 AM rep 1-R30 C10,1,2.769
63383,Mb247,ABR 33 AM rep 1-R28 C10,1,3.406
63385,Mb1192#33,ABR 33 AM rep 1-R26 C10,1,1.364
63391,Mb94,ABR 33 AM rep 1-R20 C10,1,0.047
63392,Mb1493#1,ABR 33 AM rep 1-R19 C10,1,1.745
63397,Mx1551#21,ABR 33 AM rep 1-R14 C10,1,2.152
63399,Mb1280#11,ABR 33 AM rep 1-R12 C10,1,1.121
63403,Mx1906#12,ABR 33 AM rep 1-R8 C10,1,1.46
63408,Mb272,ABR 33 AM rep 1-R3 C10,1,1.84
63409,Mx2430#3,ABR 33 AM rep 1-R2 C10,1,0.318
63411,Mb131,ABR 33 AM rep 1-R1 C11,1,1.18
63412,Mb171,ABR 33 AM rep 1-R2 C11,1,1.404
63413,Mb133,ABR 33 AM rep 1-R3 C11,1,1.571
63415,Mb86,ABR 33 AM rep 1-R5 C11,1,2.229
63419,Mb190,ABR 33 AM rep 1-R9 C11,1,4.762
63422,Mx1916#1,ABR 33 AM rep 1-R12 C11,1,2.243
63425,Mb101,ABR 33 AM rep 1-R15 C11,1,1.839
63426,Mb88,ABR 33 AM rep 1-R16 C11,1,0.438
63429,Mb21,ABR 33 AM rep 1-R19 C11,1,0.607
63431,Mx1915#12,ABR 33 AM rep 1-R21 C11,1,1.74
63439,Mx2094#1,ABR 33 AM rep 1-R29 C11,1,3.286
63440,Mb1346#5,ABR 33 AM rep 1-R30 C11,1,2.647
63445,Mb97,ABR 33 AM rep 1-R35 C11,1,0.099
63448,Mx1986#2,ABR 33 AM rep 1-R38 C11,1,3.731
63452,Mb47,ABR 33 AM rep 1-R39 C12,1,1.85
63454,Mb13,ABR 33 AM rep 1-R37 C12,1,1.035
63456,Mb1357#900,ABR 33 AM rep 1-R35 C12,1,0.95
63458,Mb126,ABR 33 AM rep 1-R33 C12,1,0.535
63464,Mb1157#17,ABR 33 AM rep 1-R27 C12,1,3.349
63467,Mb306,ABR 33 AM rep 1-R24 C12,1,2.254
63472,Mb1155#33,ABR 33 AM rep 1-R19 C12,1,0.232
63473,Mb1297#13,ABR 33 AM rep 1-R18 C12,1,0.666
63476,Mx2356#8,ABR 33 AM rep 1-R15 C12,1,1.697
63477,Mb1091#900,ABR 33 AM rep 1-R14 C12,1,0.517
63482,Mb152,ABR 33 AM rep 1-R9 C12,1,0.879
63485,Mb156,ABR 33 AM rep 1-R6 C12,1,1.731
63486,Mb91,ABR 33 AM rep 1-R5 C12,1,0.984
63487,Mb257,ABR 33 AM rep 1-R4 C12,1,2.807
63488,Mb60,ABR 33 AM rep 1-R3 C12,1,1.404
63490,Mb1382#2,ABR 33 AM rep 1-R1 C12,1,2.524
63491,Mb216,ABR 33 AM rep 1-R1 C13,1,1.652
63493,Mb46,ABR 33 AM rep 1-R3 C13,1,0.878
63495,Mx2056#1,ABR 33 AM rep 1-R5 C13,1,0.291
63496,Mb1290#12,ABR 33 AM rep 1-R6 C13,1,0.748
63498,Mb87,ABR 33 AM rep 1-R8 C13,1,1.272
63500,Mb1396#13,ABR 33 AM rep 1-R10 C13,1,2.158
63504,Mb299,ABR 33 AM rep 1-R14 C13,1,5.407
63507,Mb310,ABR 33 AM rep 1-R17 C13,1,3.016
63509,Mb226,ABR 33 AM rep 1-R19 C13,1,0.899
63510,Mb1164#18,ABR 33 AM rep 1-R20 C13,1,1.901
63513,Mx2448#2,ABR 33 AM rep 1-R23 C13,1,1.848
63514,Mb1112#55,ABR 33 AM rep 1-R24 C13,1,1.221
63519,Mb1267#900,ABR 33 AM rep 1-R29 C13,1,2.336
63521,Mb158,ABR 33 AM rep 1-R31 C13,1,1.71
63522,Mb1217#11,ABR 33 AM rep 1-R32 C13,1,2.874
63524,Mx1886#9,ABR 33 AM rep 1-R34 C13,1,3.327
63525,Mx1832#15,ABR 33 AM rep 1-R35 C13,1,2.01
63526,Mb787#13,ABR 33 AM rep 1-R36 C13,1,0.377
63527,Mb893#11,ABR 33 AM rep 1-R37 C13,1,4.952
63528,Mb1156#13,ABR 33 AM rep 1-R38 C13,1,2.015
63533,Mb37,ABR 33 AM rep 1-R38 C14,1,1.626
63535,Mb148,ABR 33 AM rep 1-R36 C14,1,3.287
63539,Mb20,ABR 33 AM rep 1-R32 C14,1,0.817
63540,Mx1917#1,ABR 33 AM rep 1-R31 C14,1,2.562
63543,Mb1467,ABR 33 AM rep 1-R28 C14,1,3.495
63546,Mb84,ABR 33 AM rep 1-R25 C14,1,0.908
63547,Mb460,ABR 33 AM rep 1-R24 C14,1,2.764
63548,Mb1491#15,ABR 33 AM rep 1-R23 C14,1,1.222
63551,Mb1415#12,ABR 33 AM rep 1-R20 C14,1,1.812
63552,Mb319,ABR 33 AM rep 1-R19 C14,1,2.306
63554,Mx1934#3,ABR 33 AM rep 1-R17 C14,1,1.928
63555,Mb218,ABR 33 AM rep 1-R16 C14,1,2.225
63558,Mb271,ABR 33 AM rep 1-R13 C14,1,2.309
63563,Mb1469,ABR 33 AM rep 1-R8 C14,1,3.792
63564,Mb626,ABR 33 AM rep 1-R7 C14,1,0.449
63568,Mx1736#11,ABR 33 AM rep 1-R3 C14,1,3.432
63569,Mb181,ABR 33 AM rep 1-R2 C14,1,3.494
63570,Mx1905#1,ABR 33 AM rep 1-R1 C14,1,2.107
63572,Mb222,ABR 33 AM rep 1-R2 C15,1,0.491
63573,Mb48,ABR 33 AM rep 1-R3 C15,1,0.457
63574,Mb116,ABR 33 AM rep 1-R4 C15,1,1.172
63575,Mb1183#19,ABR 33 AM rep 1-R5 C15,1,1.203
63576,Mb138,ABR 33 AM rep 1-R6 C15,1,1.648
63577,Mb172,ABR 33 AM rep 1-R7 C15,1,2.155
63580,Mx1562#1,ABR 33 AM rep 1-R10 C15,1,3.398
63582,Mb56,ABR 33 AM rep 1-R12 C15,1,0.645
63583,Mb1243#14,ABR 33 AM rep 1-R13 C15,1,2.517
63584,Mb224,ABR 33 AM rep 1-R14 C15,1,2.221
63585,Mb1452#2,ABR 33 AM rep 1-R15 C15,1,1.204
63588,Mb15,ABR 33 AM rep 1-R18 C15,1,1.3
63589,Mb295,ABR 33 AM rep 1-R19 C15,1,1.464
63592,Mb297,ABR 33 AM rep 1-R22 C15,1,0.679
63597,Mb65,ABR 33 AM rep 1-R27 C15,1,0.649
63599,Mb52,ABR 33 AM rep 1-R29 C15,1,3.929
63600,Mb124,ABR 33 AM rep 1-R30 C15,1,0.952
63603,Mb107,ABR 33 AM rep 1-R33 C15,1,1.978
63605,Mb4,ABR 33 AM rep 1-R35 C15,1,0.335
63607,Mb134,ABR 33 AM rep 1-R37 C15,1,2.363
63610,Mb187,ABR 33 AM rep 1-R40 C15,1,2.136
63619,Mb1366#900,ABR 33 AM rep 1-R32 C16,1,2.375
63620,Mb315,ABR 33 AM rep 1-R31 C16,1,2.203
63622,Mb64,ABR 33 AM rep 1-R29 C16,1,0.266
63625,Mx2427#2,ABR 33 AM rep 1-R26 C16,1,2.698
63626,Mb100,ABR 33 AM rep 1-R25 C16,1,2.463
63627,Mb1356#14,ABR 33 AM rep 1-R24 C16,1,2.551
63629,Mb1365#11,ABR 33 AM rep 1-R22 C16,1,1.267
63637,Mb1486#1,ABR 33 AM rep 1-R14 C16,1,3.759
63638,Mb1257#1,ABR 33 AM rep 1-R13 C16,1,2.011
63639,Mb130,ABR 33 AM rep 1-R12 C16,1,0.293
63645,Mb206,ABR 33 AM rep 1-R6 C16,1,1.567
63646,Mb1130#51,ABR 33 AM rep 1-R5 C16,1,6.271
63649,Mb182,ABR 33 AM rep 1-R2 C16,1,4.338
63651,Mb170,ABR 33 AM rep 1-R1 C17,1,5.161
63652,Mb1205#12,ABR 33 AM rep 1-R2 C17,1,2.947
63655,Mx1968#15,ABR 33 AM rep 1-R5 C17,1,0.507
63659,Mb1315#11,ABR 33 AM rep 1-R9 C17,1,0.501
63660,Mx1567#4,ABR 33 AM rep 1-R10 C17,1,3.493
63663,Mx2464#2,ABR 33 AM rep 1-R13 C17,1,0.248
63668,Mb1275#14,ABR 33 AM rep 1-R18 C17,1,4.135
63669,Mb1223#34,ABR 33 AM rep 1-R19 C17,1,0.987
63670,Mb1375#13,ABR 33 AM rep 1-R20 C17,1,3.622
63671,Mb73,ABR 33 AM rep 1-R21 C17,1,0.453
63673,Mx1769#2,ABR 33 AM rep 1-R23 C17,1,1.089
63675,Mb50,ABR 33 AM rep 1-R25 C17,1,1.108
63676,Mb115,ABR 33 AM rep 1-R26 C17,1,0.941
63678,Mb314,ABR 33 AM rep 1-R28 C17,1,1.391
63679,Mb1162#20,ABR 33 AM rep 1-R29 C17,1,2.159
63680,Mb1371#11,ABR 33 AM rep 1-R30 C17,1,3.548
63681,Mb147,ABR 33 AM rep 1-R31 C17,1,1.494
63682,Mb914#13,ABR 33 AM rep 1-R32 C17,1,0.682
63684,Mb958#19,ABR 33 AM rep 1-R34 C17,1,0.685
63685,Mb212,ABR 33 AM rep 1-R35 C17,1,2.332
63686,Mx1773#15,ABR 33 AM rep 1-R36 C17,1,0.76
63687,Mb10,ABR 33 AM rep 1-R37 C17,1,1.193
63688,Mb1150#15,ABR 33 AM rep 1-R38 C17,1,2.159
63689,Mb1188#12,ABR 33 AM rep 1-R39 C17,1,4.074
63691,Mb217,ABR 33 AM rep 1-R40 C18,1,2.537
63694,Mb1072#40,ABR 33 AM rep 1-R37 C18,1,0.722
63699,Mb1485#42,ABR 33 AM rep 1-R32 C18,1,3.228
63700,Mb27,ABR 33 AM rep 1-R31 C18,1,1.492
63701,Mb1,ABR 33 AM rep 1-R30 C18,1,1.646
63702,Mb129,ABR 33 AM rep 1-R29 C18,1,1.371
63704,Mx1907#12,ABR 33 AM rep 1-R27 C18,1,2.965
63705,Mb935#13,ABR 33 AM rep 1-R26 C18,1,4.009
63708,Mx437#90,ABR 33 AM rep 1-R23 C18,1,2.922
63711,Mb159,ABR 33 AM rep 1-R20 C18,1,0.879
63719,Mb1376#1,ABR 33 AM rep 1-R12 C18,1,4.298
63721,Mb196,ABR 33 AM rep 1-R10 C18,1,2.319
63722,Mb153,ABR 33 AM rep 1-R9 C18,1,1.915
63725,Mb140,ABR 33 AM rep 1-R6 C18,1,2.037
63726,Mb200,ABR 33 AM rep 1-R5 C18,1,4.033
63732,Mb1451,ABR 33 AM rep 2-R2 C1,2,1.35
63733,Mx2353#3,ABR 33 AM rep 2-R3 C1,2,1.665
63735,Mb714#18,ABR 33 AM rep 2-R5 C1,2,0
63738,Mb508,ABR 33 AM rep 2-R8 C1,2,1.683
63740,Mb1301#15,ABR 33 AM rep 2-R10 C1,2,1.946
63742,Mb969#18,ABR 33 AM rep 2-R12 C1,2,2.362
63743,Mb434#1,ABR 33 AM rep 2-R13 C1,2,1.578
63747,Mb486,ABR 33 AM rep 2-R17 C1,2,1.669
63748,Mb237,ABR 33 AM rep 2-R18 C1,2,1.243
63749,Mb492,ABR 33 AM rep 2-R19 C1,2,1.686
63750,Mb78,ABR 33 AM rep 2-R20 C1,2,0.955
63754,Mb702#18,ABR 33 AM rep 2-R24 C1,2,0.343
63756,Mb428#1,ABR 33 AM rep 2-R26 C1,2,2.854
63758,Mb494#1,ABR 33 AM rep 2-R28 C1,2,1.455
63759,Mb432#1,ABR 33 AM rep 2-R29 C1,2,2.131
63760,Mb338,ABR 33 AM rep 2-R30 C1,2,1.082
63761,Mb516,ABR 33 AM rep 2-R31 C1,2,1.569
63762,Mb433#1,ABR 33 AM rep 2-R32 C1,2,0.973
63763,Mb761#15,ABR 33 AM rep 2-R33 C1,2,0.795
63765,Mb505#1,ABR 33 AM rep 2-R35 C1,2,1.345
63769,Mb51,ABR 33 AM rep 2-R39 C1,2,1.709
63770,Mb965#15,ABR 33 AM rep 2-R40 C1,2,1.994
63771,Mb1137#31,ABR 33 AM rep 2-R40 C2,2,0.496
63772,Mb415#1,ABR 33 AM rep 2-R39 C2,2,0.405
63773,Mb511#1,ABR 33 AM rep 2-R38 C2,2,1.32
63775,Mx576#15,ABR 33 AM rep 2-R36 C2,2,0.964
63778,Mb1255#14,ABR 33 AM rep 2-R33 C2,2,0.888
63779,Mb430#1,ABR 33 AM rep 2-R32 C2,2,1.336
63781,Mb1045#31,ABR 33 AM rep 2-R30 C2,2,0.902
63782,Mx2343#2,ABR 33 AM rep 2-R29 C2,2,0.762
63783,Mb177,ABR 33 AM rep 2-R28 C2,2,1.54
63785,Mx1782#13,ABR 33 AM rep 2-R26 C2,2,0.608
63789,Mb426#1,ABR 33 AM rep 2-R22 C2,2,1.433
63791,Mb509,ABR 33 AM rep 2-R20 C2,2,1.271
63796,Mb499,ABR 33 AM rep 2-R15 C2,2,1.782
63803,Mx2350#3,ABR 33 AM rep 2-R8 C2,2,1.434
63804,Mb500#1,ABR 33 AM rep 2-R7 C2,2,0
63807,Mb504,ABR 33 AM rep 2-R4 C2,2,2.127
63808,Mb417#1,ABR 33 AM rep 2-R3 C2,2,1.134
63810,Mx2355#4,ABR 33 AM rep 2-R1 C2,2,1.7
63811,Mb384#1,ABR 33 AM rep 2-R1 C3,2,1.385
63812,Mb414#1,ABR 33 AM rep 2-R2 C3,2,1.605
63813,Mb74,ABR 33 AM rep 2-R3 C3,2,0.613
63814,Mx1957#12,ABR 33 AM rep 2-R4 C3,2,1.386
63818,Mb421#1,ABR 33 AM rep 2-R8 C3,2,0.124
63820,Mb1399#15,ABR 33 AM rep 2-R10 C3,2,1.097
63821,Mb180,ABR 33 AM rep 2-R11 C3,2,0.888
63822,Mb502#1,ABR 33 AM rep 2-R12 C3,2,1.593
63824,Mb344,ABR 33 AM rep 2-R14 C3,2,0.976
63825,Mb781#15,ABR 33 AM rep 2-R15 C3,2,4.154
63826,Mb386#1,ABR 33 AM rep 2-R16 C3,2,0.65
63828,Mb490#10,ABR 33 AM rep 2-R18 C3,2,0.602
63831,Mb512#1,ABR 33 AM rep 2-R21 C3,2,0.937
63836,Mb340,ABR 33 AM rep 2-R26 C3,2,1.769
63840,Mx1979#1,ABR 33 AM rep 2-R30 C3,2,0
63843,Mb450,ABR 33 AM rep 2-R33 C3,2,0.009
63844,Mb1039#900,ABR 33 AM rep 2-R34 C3,2,1.748
63846,Mb361,ABR 33 AM rep 2-R36 C3,2,0.806
63847,Mx2354#2,ABR 33 AM rep 2-R37 C3,2,1.179
63850,Mb485#1,ABR 33 AM rep 2-R40 C3,2,1.233
63851,Mb1147#12,ABR 33 AM rep 2-R40 C4,2,1.336
63857,Mb514,ABR 33 AM rep 2-R34 C4,2,0.685
63858,Mx2471#5,ABR 33 AM rep 2-R33 C4,2,0.745
63859,Mb431#1,ABR 33 AM rep 2-R32 C4,2,1.246
63860,Mb360,ABR 33 AM rep 2-R31 C4,2,0.756
63862,Mx2429#1,ABR 33 AM rep 2-R29 C4,2,1.116
63864,Mb488#15,ABR 33 AM rep 2-R27 C4,2,2.004
63866,Mb408#1,ABR 33 AM rep 2-R25 C4,2,1.872
63867,Mb380#1,ABR 33 AM rep 2-R24 C4,2,0.535
63869,Mb489#1,ABR 33 AM rep 2-R22 C4,2,0.39
63870,Mx2470#5,ABR 33 AM rep 2-R21 C4,2,3.502
63871,Mb1158#15,ABR 33 AM rep 2-R20 C4,2,1.521
63873,Mb1041#17,ABR 33 AM rep 2-R18 C4,2,1.696
63874,Mb1200#17,ABR 33 AM rep 2-R17 C4,2,1.5
63878,Mx1956#15,ABR 33 AM rep 2-R13 C4,2,1.574
63879,Mb407#1,ABR 33 AM rep 2-R12 C4,2,2.934
63881,Mb1040#17,ABR 33 AM rep 2-R10 C4,2,1.481
